document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Pair-Programming Curriculum Development of Motion-Based Game for Enhancing Computational Thinking Skills,C. -K. Chang; Y. -T. Tsai,"Department of Information and Learning Technology, National University of Tainan, Tainan, Taiwan; Department of Information and Learning Technology, National University of Tainan, Tainan, Taiwan",2018 7th International Congress on Advanced Applied Informatics (IIAI-AAI),18 Apr 2019,2018,,,284,287,"Some curriculum of making computer games were developed to engage students in digital game-making activities so as to enhance their computational thinking skills during the last few years. The findings of those studies are quite positive, especially concerning the promotion of computational thinking skills. However, many students seem to face difficulties in the processes of the game development, such as debugging, applying mathematics, or physics subjects. Additionally, students often have solved the problems and understood concepts, mainly math formulas and physics concepts, alone while creating their games. This study presents an innovative curriculum design that suggests two students playing different role to make motion-based touchless games (i.e., games that are based on natural user interaction technologies, like the Microsoft Kinect camera or Leap Motion). Based on the requirements of the innovative curriculum and interaction technologies, students can naturally fulfill the ideal of pair programming and get various benefits from each other.",,978-1-5386-7447-5,10.1109/IIAI-AAI.2018.00061,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8693273,computational thinking;learning by making games;natural user interaction;Kinect;pair programming,Games;Programming;Tools;Face;Cameras;Collaboration;Task analysis,,5.0,,16.0,IEEE,18 Apr 2019,,,IEEE,IEEE Conferences,8,6
The impact of different types of scaffolding in project-based learning on girls' computational thinking skills and self-efficacy,Y. Jin; J. Sun; H. Ma; X. Wang,"School of education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of education, Shaanxi Normal University, Xi'an, Shaanxi, China",2021 Tenth International Conference of Educational Innovation through Technology (EITT),2 Feb 2022,2021,,,362,366,"Gender differences in computational thinking (CT) among students are obvious, with boys ‘CT being significantly higher than girls’. Therefore, how to effectively improve girls' CT has become a serious concern. This study integrated two types of project-based learning (PBL) into a Scratch programming course, one with extensive teacher-supported scaffolding and the other with limited teacher-supported scaffolding. To examine their impact on girls' CT skills and self-efficacy, this study applied mixed research methods, conducted a pretest-posttest control group experiment, and analyzed the quantitative and qualitative data collected from 21 grade-3 girls in a primary school. It was found that the extensive teacher-supported scaffolding of PBL in a Scratch programming course is more effective in promoting the CT skills and self-efficacy than limited teacher-supported scaffolding of PBL. These findings have some implications for the effective PBL practice and related teacher professional development.",2166-0549,978-1-6654-2757-9,10.1109/EITT53287.2021.00077,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9694003,computational thinking;project-based learning;scaffolding;girls,Technological innovation;Programming profession,,2.0,,32.0,IEEE,2 Feb 2022,,,IEEE,IEEE Conferences,5,6
Exploring the Relationship Between Computational Thinking and Personality Traits,W. Zhang; L. Song; X. Zeng; P. Li,"Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China",2023 5th International Workshop on Artificial Intelligence and Education (WAIE),18 Apr 2024,2023,,,101,105,"To better understand the impact of students' personality on their computational thinking (CT), this paper develops a CT evaluation tool for college students. Correlation analysis is used to explore the relationship between students' computational thinking skills (CTS) and their five personality traits: extraversion, agreeableness, conscientiousness, neuroticism, and openness. 219 college students completed the CT Assessment Test and the Big Five Personality Inventory. The results showed that there were statistically significant correlations between CTS and extraversion, conscientiousness, and openness, among which openness had the greatest impact on CTS, and extraversion and conscientiousness had moderate effects on CTS. These results are consistent with the conclusions of most related literatures, confirming the existence of non-cognitive influencing factors of CT. Based on these findings, this paper recommends that teachers can pay attention to the individual differences of students from the perspective of personality, and provide them with suitable education to comprehensively improve students' CTS.",,979-8-3503-0706-1,10.1109/WAIE60568.2023.00026,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10496968,computational thinking;personality traits;Big Five model;computational thinking evaluation,Correlation;Conferences;Computational modeling;Education;Artificial intelligence,,,,15.0,IEEE,18 Apr 2024,,,IEEE,IEEE Conferences,6,6
Improving Students' Mathematical Computational Thinking Using Scratch Program through Project Based Learning: A Development Research during Pandemic Covid-19,M. E. Hadi; K. S. Nur Atiqoh; Kadir,"Department of Mathematics Education, Universitas Islam Negeri Syarif Hidayatullah Jakarta, Jakarta, Indonesia; Department of Mathematics Education, Universitas Islam Negeri Syarif Hidayatullah Jakarta, Jakarta, Indonesia; Department of Mathematics Education, Universitas Islam Negeri Syarif Hidayatullah Jakarta, Jakarta, Indonesia",2021 9th International Conference on Cyber and IT Service Management (CITSM),11 Nov 2021,2021,,,1,5,"This study aims to examine the development of Project Based Learning kits using Scratch program to improve students' mathematical computational thinking skills in statistics content. The research method used is Research and Development (R & D) approach which refers to Four-D model: Define, Design, Develop, and Disseminate. In the initial stage, researchers conducted preliminary research through literature studies, school surveys, and draft designs. The study produces Project Based Learning kits using Scratch program consist of student's worksheet, lesson plans, and an instrument of mathematical computational thinking. The design of the model was then revised by the expert trial subject. The subjects of the expert test were mathematics learning experts and several mathematics school teachers. The field Pre-Test and Post-Test were conducted in a Junior High School in Tangerang Selatan on mathematical computational thinking instruments, consisting of four essay test (8 question items). The collected data were analyzed using qualitative and quantitative techniques. In validity aspects, all the three learning kits are valid. From the aspect of effectiveness, the Project Based Learning model intervention can improve students' mathematical computational thinking skills. In terms of practicality, students' responses to the developed worksheets are positive.",,978-1-6654-3548-2,10.1109/CITSM52892.2021.9588856,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9588856,mathematical computational thinking;scratch program;project based learning,COVID-19;Pandemics;Computational modeling;Instruments;Tools;Mathematical models;Research and development,,1.0,,24.0,IEEE,11 Nov 2021,,,IEEE,IEEE Conferences,10,6
The Research of Programming Teaching in Primary School on the Cultivation of Computational Thinking,Y. Wang; Y. Zhang; A. Mao; J. Wang; N. Li,"School of Educational Information Technology, Central China Normal University, Wuhan, China; School of Educational Information Technology, Central China Normal University, Wuhan, China; Primary School Affiliated to University of Science and Technology, Wuhan, China; Teacher Education College, Huzhou University, Huzhou, China; School of Educational Information Technology, Central China Normal University, Wuhan, China",2020 Ninth International Conference of Educational Innovation through Technology (EITT),19 Jan 2021,2020,,,250,255,"With the development of digital technologies, teaching computational thinking and relative skills in the K-12 curriculum can benefit students in thinking and create in the digital area. This study designed a programming course to help students develop computational thinking and relative skills, and conducted a practice in a primary school. Results indicated that students were benefited from three stages of the teaching process. Students' computational thinking knowledge, programming knowledge and skills, and problem-solving were developed after the learning of a semester. The programming works of the students also revealed that there was a tendency in the development of creativity.",2166-0549,978-1-7281-9171-3,10.1109/EITT50754.2020.00051,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9320732,computational thinking;programming course design;K-12 curriculum,Programming profession;Problem-solving;Testing;Media;Debugging;Visualization;Task analysis,,1.0,,11.0,IEEE,19 Jan 2021,,,IEEE,IEEE Conferences,8,6
Investigating the Flipped-classroom Approach on College Students’ Computational Thinking Skills,D. Gong; H. H. Yang; J. Cai,"Collaborative and Innovative Center for Educational Technology, Central China Normal University, Wuhan, China; National Engineering Research Center for E-Learning, School of Education, Central China Normal University, Wuhan, China; School of Computer, Hubei University of Education, Wuhan, China",2021 International Symposium on Educational Technology (ISET),24 Sep 2021,2021,,,207,210,"The study aims to examine the effectiveness of flipped-classroom instruction on college students’ computational thinking skills (CTS). Participants were enrolled in the basic computer course from two classes at a university in central China. One class as an experimental group was chosen for the flipped-classroom instruction method (n=55); the other as a control group used the traditional lecture-based instruction method (n=54). The results show that learning through the flipped-classroom approach can significantly promote students’ levels of creativity, algorithmic thinking, cooperativity, and critical thinking, compared with the traditional lecture-based instruction approach. The findings of this research suggest that instructors should be encouraged to take the flipped-classroom instruction method to teach.",2766-2144,978-1-6654-2859-0,10.1109/ISET52350.2021.00050,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9546563,computational thinking skills;flipped-classroom instruction;traditional lecture-based instruction;quasi-experiment,Educational technology;Creativity,,,,15.0,IEEE,24 Sep 2021,,,IEEE,IEEE Conferences,6,6
An Empirical Study on the Effect of Gamified Teaching in Scratch Courses on Developing Elementary Students' Computational Thinking,Y. Chen; Y. Zhao; M. Wang,"School of Information, Yunnan Normal university, Kunming, China; School of Information, Yunnan Normal university, Kunming, China; School of Information, Yunnan Normal university, Kunming, China",2024 13th International Conference on Educational and Information Technology (ICEIT),5 Jun 2024,2024,,,78,83,"Computational thinking is a crucial skill for students to analyze and solve problems, and programming education serves as an important pathway to cultivate computational thinking. This study combines relevant literature and utilizes Scratch, a visual programming software, to construct a gamified teaching model for Scratch courses. A quasi-experimental research design was employed, involving two fifth-grade classes from a primary school in K city. The study employed methods such as analysis of student works, SPSS scale data analysis, and student interviews to investigate the impact of gamified teaching in Scratch courses on developing elementary students' computational thinking. The results indicate that gamified teaching in Scratch courses significantly enhances the computational thinking level of elementary students, particularly in the dimensions of critical thinking, problem-solving ability, and algorithmic thinking. Based on the research findings, it is recommended that gamified teaching in Scratch courses should involve appropriate teaching tools, incorporate game-based learning, emphasize problem-solving, encourage collaborative learning, and provide training for educators competent in programming education.",,979-8-3503-7266-3,10.1109/ICEIT61397.2024.10541025,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10541025,scratch;gamification;elementary students;computational thinking;empirical study,Training;Visualization;Federated learning;Education;Urban areas;Software;Problem-solving,,1.0,,12.0,IEEE,5 Jun 2024,,,IEEE,IEEE Conferences,8,6
Design and Effectiveness Analysis of Interactive Strategies for Teaching Graphical Programming Oriented to Cultivate Computational Thinking,F. Wang; L. Chen; W. Wang,"Department of Information Science and Technology, Northeast Normal University, Changchun, China; Department of Information Science and Technology, Northeast Normal University, Changchun, China; Department of Information Science and Technology, Northeast Normal University, Changchun, China",2023 5th International Conference on Computer Science and Technologies in Education (CSTE),29 Sep 2023,2023,,,10,14,"Computational thinking is the third major mode of thinking in the age of artificial intelligence. Many primary and secondary schools adopt graphical programming as an important way for students' computational thinking development. However, elementary school students have less self-control in learning and are more dependent on teachers, so timely and effective teaching interaction is an important guarantee for the realization of the teaching goals of graphical programming. Through three rounds of action research, the essay investigated the impact of teaching interaction strategies on the development of students' computational thinking. The findings show that students are satisfied with the designed interaction strategies, and the interaction strategies can significantly improve students' computational thinking ability and level.",,979-8-3503-2572-0,10.1109/CSTE59648.2023.00009,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10261600,computational thinking;computer-assisted learning;graphical programing;teaching interaction,Education;Artificial intelligence;Programming profession,,,,14.0,IEEE,29 Sep 2023,,,IEEE,IEEE Conferences,8,6
STEM Education Activities Development to Promote Computational Thinking’s Students,P. Srisangngam; C. Dechsura,"Faculty of Science and Technology, Phranakhon Si Ayutthaya Rajabhat University, Ayutthaya, Thailand; Faculty of Education, Phranakhon Si Ayutthaya Rajabhat University, Ayutthaya, Thailand",2020 5th International STEM Education Conference (iSTEM-Ed),1 Feb 2021,2020,,,103,105,"This research aims to develop STEM learning activities for promote student's computational thinking skills and the results of this learning activities toward computational thinking of senior school student in the computing classroom. The study groups were 30 secondary school students in Pranakorn Si Ayutthaya who were studying in Semester 1, Academic Year 2019. They were selected by purposive sampling method. The research instruments were; (1) STEM education lesson plans for computational thinking developments; (2) The student's journals; and (3) Computational thinking test. The research was divided into three phases. The first phase focused on design lesson plans and learning activities for developing student's computational thinking skills. The second phase is implement the lesson plans and learning activities with the study group. The third phase is evaluation of the effectiveness of learning activities on develop student's computational thinking skills. The results shown learning activities can develop student's computational thinking skills, because of these activities were challenged students with real everyday life problems that required to used their computational thinking to solve the problems by decompose problems, find pattern recognition, abstraction thinking and develop algorithm for computer programming. So, these STEM learning activities could be effectively used in Computing course.",,978-1-7281-9570-4,10.1109/iSTEM-Ed50324.2020.9332734,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9332734,Computational thinking;STEM Education.,Instruments;Education;Sampling methods;Silicon;Pattern recognition;Programming profession;STEM,,7.0,,8.0,IEEE,1 Feb 2021,,,IEEE,IEEE Conferences,10,6
Comparing the effects of robots and IoT objects on STEM learning outcomes and computational thinking skills between programming-experienced learners and programming-novice learners,C. -C. Hu; H. -T. Tseng; M. -H. Chen; A. Goh Phaik Imm; N. -S. Chen,"Bachelor Program in Interdisciplinary Studies, College of Future, National Yunlin University of Science and Technology, Yunlin, Taiwan, R.O.C; Department of Information Management, National United University, Miaoli, Taiwan, R.O.C; Department of Information Management, Tatung University, Taipei, Taiwan, R.O.C; College of Future, National Yunlin University of Science and Technology, Yunlin, Taiwan; Department of Applied Foreign Languages, National Yunlin University of Science and Technology, Yunlin, Taiwan, R.O.C",2020 IEEE 20th International Conference on Advanced Learning Technologies (ICALT),4 Aug 2020,2020,,,87,89,"Recent college students have been observed to be motivated and engaged in acquiring science, technology, engineering, and mathematics (STEM) knowledge and skills with robots and IoT objects. A sample of 13 master's students participated in the program. Data collected include the pre-and post- STEM and computational thinking (CT) written tests, and the pre- and post- surveys of learning perceptions toward the robots and IoT objects learning activities. The results show that the learning activities were an effective approach for the master's students' STEM learning outcome and CT as shown in the post-test. The differences between the master's students' STEM learning outcome, CT, and perceptions were also confirmed, particularly between the groups of computer programming-experienced learners and computer programming-novice learners. The results revealed that the learning activities with robots and IoT objects could improve the overall master's students' CT, STEM knowledge, and learning perceptions. Both programming-experienced and programming-novice learners' STEM learning outcome were improved.",2161-377X,978-1-7281-6090-0,10.1109/ICALT49669.2020.00033,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155698,Computational thinking;IoT;Learning perception;Robot-assisted learning;STEM learning,Programming profession;Educational robots;STEM,,8.0,,16.0,IEEE,4 Aug 2020,,,IEEE,IEEE Conferences,10,6
