document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
1 WHAT IS COMPUTATIONAL THINKING?,P. J. Denning; M. Tedre,NA; NA,Computational Thinking,,2019,,,1,21,An algorithm is a set of rules for getting a specific output from a specific input. Each step must be so precisely defined that it can be translated into computer language and executed by machine.,,9780262353410,,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709358.pdf&bkn=8709327&pdfType=chapter,,,,,,,,9 May 2019,,,MIT Press,MIT Press eBook Chapters,4,4
Towards a Computational Cognitive Neuroscience Model of Creativity,H. Chateau-Laurent; F. Alexandre,"Mnemosyne, Inria Bordeaux Sud-Ouest LaBRI, CNRS, Université de Bordeaux Institut des Maladies Neurodégénératives, France; Mnemosyne, Inria Bordeaux Sud-Ouest LaBRI, CNRS, Université de Bordeaux Institut des Maladies Neurodégénératives, France",2021 IEEE 20th International Conference on Cognitive Informatics & Cognitive Computing (ICCI*CC),4 Jul 2022,2021,,,67,71,"Recent progress in AI has expanded the boundaries of the cognitive functions that can be simulated, but creativity remains a challenge. Neuroscience sheds light on its mechanisms and its tight relationship with episodic memory and cognitive control, while machine learning provides preliminary models of these mechanisms. We present these lines of research and explain how they can be exploited in the domain of computational creativity in order to further expand the capabilities of AI.",,978-1-6654-2119-5,10.1109/ICCICC53683.2021.9811309,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9811309,creativity;explicit memory;episodic memory;prospective memory;cognitive control;imagination;computational cognitive neuroscience;artificial intelligence,Computational modeling;Cognitive neuroscience;Machine learning;Cognitive systems;Creativity,,,,31.0,IEEE,4 Jul 2022,,,IEEE,IEEE Conferences,4,4
Poster: A Conceptual Model for Cooperative Thinking,D. Russo; M. Missiroli; P. Ciancarini,"DISI, University of Bologna; DISI, University of Bologna; DISI, University of Bologna",2018 IEEE/ACM 40th International Conference on Software Engineering: Companion (ICSE-Companion),30 Aug 2018,2018,,,157,158,"Training computer scientists to address wicked problems means to focus respectively on the individual capability to think in a computational-oriented way (i.e., Computational Thinking), and on the social dimension of coding (i.e., Agile Values). In this study we propose the conceptual model of Cooperative Thinking, a new education construct of team-based computational problem solving. Cooperative Thinking is not only the sum of Computational Thinking and Agile Values, rather it is a new overarching competence suitable to deal with complex software engineering problems. We suggest to tackle the Cooperative Thinking construct as an education goal, to train new generations of software developers to Pareto-optimize both their individual and teaming performances.",2574-1934,978-1-4503-5663-3,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8449478,Computational Thinking;Agile values;Cooperative Thinking,Software;Software engineering;Computational modeling;Education;Problem-solving;Computer science;Task analysis,,,,13.0,,30 Aug 2018,,,IEEE,IEEE Conferences,6,4
Creative Thinking Stimulates Innovation Design of CAM Mechanism,W. Song; G. Zhang,"Department of Mechanical and Automotive Engineering, Tongji Zhejiang College, Jiaxing, China; Department of Mechanical and Automotive Engineering, Tongji Zhejiang College, Jiaxing, China",2023 16th International Symposium on Computational Intelligence and Design (ISCID),15 Apr 2024,2023,,,51,53,"CAM mechanism is widely used in engineering, it can realize the arbitrary and complex motion curve of the follower [1]. The typical design method of CAM pitch curve is based on the principle of inversion [2], [3]. In the process of designing CAM, the author uses creative thinking [4] to raise the question whether the design steps based on the inversion principle can be applied ""in reverse"". Based on this problem, the author takes the plate CAM mechanism with translating knife-edge follower as an example and verifies the design results of CAM pitch curve through two different motion curves. The results show that the inverse application on the principle of the inversion method does not change the CAM pitch curve.",2473-3547,979-8-3503-1745-9,10.1109/ISCID59865.2023.00020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10494259,CAM design;inverse thinking;motion curve,Employee welfare;Technological innovation;Design methodology;Computational intelligence,,,,6.0,IEEE,15 Apr 2024,,,IEEE,IEEE Conferences,4,4
Computation and Computational Thinking,A. V. Aho,,The Computer Journal,18 Jan 2018,2012,55.0,7.0,832,835,"We recommend using the term Computation in conjunction with a well-defined model of computation whose semantics is clear and which matches the problem being investigated. Computer science already has a number of useful clearly defined models of computation whose behaviors and capabilities are well understood. We should use such models as part of any definition of the term computation. However, for new domains of investigation where there are no appropriate models it may be necessary to invent new formalisms to represent the systems under study.",1460-2067,,10.1093/comjnl/bxs074,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8130248,,,,27.0,,,,18 Jan 2018,,,OUP,OUP Journals,4,4
Artistic Activity Through Computational Thinking,T. S. Deng,"Department of Science Communication, Pintung University, Pintung Country, Pingtung City, ROC",2018 1st International Cognitive Cities Conference (IC3),9 Dec 2018,2018,,,132,134,"The purpose of the paper is to review concept of art in STEAM, and to discuss what and how it work in computing thinking. There are various kind of computing technologies to make shapes, pictures and signs for artistic activities, that be generated by algorithmic programme. In series of ideas are made by computing thinking, extending perceive for expression. There are three form of creation, which code as translator between perceive (see, hear...) and performance. The paper conclude that educators could apply artistic activities through computing thinking to extend the range of materials and spirits of inquiry by applying technologies in creation.",,978-1-5386-5059-2,10.1109/IC3.2018.00-44,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8567182,art;computational thinking;STEAM education,Art;Painting;Software;Visualization;Education;Music,,,,18.0,IEEE,9 Dec 2018,,,IEEE,IEEE Conferences,4,4
Synergetic effect by deep fusion of computational and symbolic processing,S. Tano,"Graduate School of Information Systems, University of Electro-Communications, Chofu, Tokyo, Japan",1998 IEEE International Conference on Fuzzy Systems Proceedings. IEEE World Congress on Computational Intelligence (Cat. No.98CH36228),6 Aug 2002,1998,1.0,,744,749 vol.1,"The computational processing methods appeared to overcome the drawbacks of the symbolic processing method. Recently the serious limitations of the computational processing methods have been found through the development of the highly intelligent user interface systems. The simple solutions to the limitations are the return to the symbolism or the use of the hierarchical system architecture. However it is indispensable deeply to combine the symbolic and computational processing in order to realize the highly intelligent system. The leading attempts toward the combination of computational and symbolic processing are overviewed. The level of the combination is not deep, high and wide enough. Our approach based on the emergent recurrent neural network and the language processing toward the deep fusion of symbolic and computational processing is proposed. In this new architecture, the symbolic processing and the computational processing should affect each other at anytime, at anywhere and at any abstract level.",1098-7584,0-7803-4863-X,10.1109/FUZZY.1998.687581,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=687581,,User interfaces;Intelligent systems;Computational intelligence;Computer architecture;Computer interfaces;Hierarchical systems;Computer networks;Information systems;Electronic mail;Recurrent neural networks,,2.0,,15.0,IEEE,6 Aug 2002,,,IEEE,IEEE Conferences,4,4
Position: Building Blocks for Agent-based Modeling Can Scaffold Computational Thinking Engagement in STEM Classrooms,C. Bain; G. Anton; M. Horn; U. Wilensky,"Department of Computer Science & Department of Learning Sciences, Northwestern University, Evanston, IL, USA; Department of Computer Science & Department of Learning Sciences, Northwestern University, Evanston, IL, USA; Department of Computer Science & Department of Learning Sciences, Northwestern University, Evanston, IL, USA; Department of Computer Science & Department of Learning Sciences, Northwestern University, Evanston, IL, USA",2019 IEEE Blocks and Beyond Workshop (B&B),27 Dec 2019,2019,,,1,4,"Computational models and simulations can be powerful tools to help learners understand a wide variety of natural phenomena. However, understanding and learning from computational models requires learners to comprehend the rules agents follow that lead to emergent outcomes. Blocks-based programming is useful in scaffolding learners in the early stage of programming tasks. We posit that students can authentically interact with agent-based modeling via a blocks-based dialect of the popular ABM language NetLogo, dubbed NetTango, across many difficulty levels. Specifically, we discuss three different activities in which we have integrated blocks-based programming into STEM classrooms that show blocks can be used for activities of increasing computational engagement and difficulty.",,978-1-7281-4849-6,10.1109/BB48857.2019.8941204,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8941204,agent-based modeling;NetLogo;STEM education;blocks-based programming,Programming;Biological system modeling;Tools;Ecosystems;Agent-based modeling,,1.0,,29.0,IEEE,27 Dec 2019,,,IEEE,IEEE Conferences,6,4
Robotic perception of dwelling: threshhold of thinking machines,T. Gomi; W. Pedrycz; J. F. Peters; S. Ramanna,"Applied AI Systems, Inc., Kanata, ONT, Canada; Computational Intelligence Laboratory, Department of Electrical and Computer Engineering, University of Manitoba, Winnipeg, MAN, Canada; Computational Intelligence Laboratory, Department of Electrical and Computer Engineering, University of Manitoba, Winnipeg, MAN, Canada; Business Computing Department, University of Winnipeg, Winnipeg, MAN, Canada","1997 IEEE International Conference on Systems, Man, and Cybernetics. Computational Cybernetics and Simulation",6 Aug 2002,1997,4.0,,3797,3800 vol.4,"The contribution of this paper is the introduction of an abstract sensor-actuator pair to the subsumption architecture of robots introduced by Brooks (1987). The perceiving side of this pair derives from Gibson's (1979) affordance, which is a form of grasping of situations involving perceived objects. This study is part of a new form of evolutionary robotics called cognitive robotics. It considers a new context for a classical form of learning, namely, habitation. The inspiration for the form of affordances described in this paper comes from Heidegger's (1982) notion of the convergence of the concurrent activities of building, dwelling and thinking. In some sense, building and dwelling are at the threshhold of thinking. A brief description of the form and functioning of abstract S-A pairs is given.",1062-922X,0-7803-4053-1,10.1109/ICSMC.1997.633261,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=633261,,Robot sensing systems;Cognitive robotics;Actuators;Buildings;Humanoid robots;Artificial intelligence;Computational intelligence;Laboratories;Computer architecture;Intelligent robots,,2.0,,11.0,IEEE,6 Aug 2002,,,IEEE,IEEE Conferences,4,4
Centering the Identities of Girls of Color in Computational Thinking Programs,P. Garcia; A. Jackson; L. -A. Jacobs,"School of Information, University of Michigan, Ann Arbor, USA; School of Education, University of Michigan, Ann Arbor, USA; School of Education, University of Michigan, Ann Arbor, USA","2020 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)",4 Dec 2020,2020,1.0,,1,7,"Efforts to broaden participation in computing have revealed the need for a deeper theoretical and empirical understanding of how girls of color form computing identities. In this paper, we use the concept of identities-in-practice as an analytical frame to examine how girls of color engage in computational thinking practices. Our research investigates how the identities of girls of color can be leveraged as funds of knowledge in learning spaces and asks the following research question: How does centering the identities of girls of color impact their engagement with computational thinking practices? We provide a program overview of CompuGirls, describe our curricular design approach, and share results from pilot implementations of the program offered at public libraries in Michigan, Arizona, and California. Results from our pilot year demonstrate that integrating identity exploration into a computational thinking curriculum results in a mutually reinforcing relationship where girls of color experience reflective identity development while simultaneously increasing their understanding of computational thinking. We present our approach as a promising avenue for connecting computing knowledge and skills to girls' identities and lived experiences. By focusing on the girls' identities, the program re-imagines computational experiences by fostering interactions with computational thinking from a personal perspective. Ultimately, we argue that centering girls' identities should be viewed as an integral part of the learning process and not tangential.",,978-1-7281-7172-2,10.1109/RESPECT49803.2020.9272507,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272507,computing education;computational thinking;gender,Libraries;Color;Cultural differences;Education;Programming profession;Image color analysis;Focusing,,1.0,,41.0,IEEE,4 Dec 2020,,,IEEE,IEEE Conferences,6,4
Cooperative Thinking: Analyzing a new framework for software engineering education (Extended abstract),P. Ciancarini; D. Russo; M. Missiroli,"Dept. of Computer Science, University of Bologna, Bologna, Italy; Dept. of Computer Science, University of Aalborg, Aalborg, Denmark; Dept. of Computer Science, University of Bologna, Bologna, Italy",2023 IEEE 35th International Conference on Software Engineering Education and Training (CSEE&T),31 Aug 2023,2023,,,121,121,"The paper we present [1] is an analysis of Cooperative Thinking, a model of team-based computational problem-solving that extends Computational Thinking with Agile Values.",2377-570X,979-8-3503-2202-6,10.1109/CSEET58097.2023.00025,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10229331,computational thinking;agile;teamwork,Analytical models;Computational modeling;Education;Problem-solving;Software engineering,,,,1.0,IEEE,31 Aug 2023,,,IEEE,IEEE Conferences,6,4
Study on the design of graduate education management system based on design thinking,J. Shen,"Beijing Institute of Technology, Beijing, China",2021 14th International Symposium on Computational Intelligence and Design (ISCID),20 Jan 2022,2021,,,211,214,"This paper analyzes the deficiencies in the design of the current postgraduate education management system, proposes new ideas for the interactive design of the postgraduate education management system under the guidance of the principle of design thinking. Data collection and comparative analysis are carried out on the current situation of the Chinese graduate education management system, and through interviews and questionnaires we collected information about teachers' and students' opinion of the current system. Through SPSS regression analysis, combined with interview records, we found the main problems of the current system on interactive design and function design. Based on the design thinking theory, the improvement method of the system is proposed, which can make the process of communication and interaction between teachers and students more effective, with the goal to improve the quality of postgraduate education as a tool of academic research.",2473-3547,978-1-6654-3856-8,10.1109/ISCID52796.2021.00056,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9679226,postgraduate education management;interaction design;design thinking;regression analysis,Technological innovation;Philosophical considerations;Multimedia systems;Education;Media;Data collection;User experience,,,,9.0,IEEE,20 Jan 2022,,,IEEE,IEEE Conferences,10,4
A Non-linear Scenario Plotting to Guide Strategists : A Hybrid Model between Foresight and Computational Intelligence methods,R. Trujillo-Cabezas,"School of Management, Universidad Externado de Colombia, Bogotá, D.C., Colombia",2022 17th Iberian Conference on Information Systems and Technologies (CISTI),14 Jul 2022,2022,,,1,6,"The aim of this article is to integrate a typical scenario plot of the Schwartz approach [25], [30] with the FCM method [3], [6]–[7] mediated by stakeholder Participatory Modeling (PM) processes, to strengthen the system thinking approach during a strategic decision-making process guided by strategic foresight. The combination of these approaches provides a better understanding of the scenario alternatives available to decision makers. This is, recognizing the context of the focal question with creative scenario plots that show the interaction between its key drivers. Therefore, the hybrid model, should be useful to unify the strategic point of view by recognizing the most plausible scenario, while reducing the uncertainty due to ambiguous value judgments by Key Decision Makers (KDMs).The work presented in this article aims to develop hybrid model by combining qualitative and quantitative approaches to engage a new non-linear form of systems thinking about the future. The article includes a conceptual model and an experimental case that develops a case for rethinking the ideas of a research system for a local organization.The article ends with a reflection on outcomes and suggests ways for future research.",2166-0727,978-9-8933-3436-2,10.23919/CISTI54924.2022.9820412,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820412,Strategists;Fuzzy Cognitive Maps;Scenarios;Foresight;Computational Intelligence,Uncertainty;Decision making;Buildings;Reflection;Systems thinking;Stakeholders;Reliability,,,,37.0,,14 Jul 2022,,,IEEE,IEEE Conferences,4,4
Hash-Based Convolutional Deep-thinking Pattern Classifier,C. Wang; Z. Man; J. Jin; W. Ye,"Faculty of Science, Engineering and Technology, Swinburne University of Technology, Melbourne, Australia; Faculty of Science, Engineering and Technology, Swinburne University of Technology, Melbourne, Australia; Faculty of Science, Engineering and Technology, Swinburne University of Technology, Melbourne, Australia; College of Engineering and Science, Victoria University, Melbourne, Australia",2023 International Conference on Advanced Mechatronic Systems (ICAMechS),10 Oct 2023,2023,,,1,6,"To address pattern classification problems without involving complex computations, a Hash-Based Convolutional Deep-Thinking Pattern Classifier (HCDTPC) has been developed. This classifier draws inspiration from the human visual system and human thinking logic. The architecture consists of five layers, each serving a distinct purpose. In the initial convolutional layer, informative and distinct features are extracted, mimicking the functionality of the human visual system. The subsequent clustering layer employs a clustering algorithm to group samples within a class into smaller clusters. This arrangement allows the following layer to compare test samples across different clusters, replicating a human-like classification process where the most similar samples should belong to the same group. The hashing layer of the devised system employs a similarity-preserve hashing technique to transform feature maps into hashed data. This transformation reduces the dimensionality of the data while retaining essential similarity information. In the logical layer, Bayesian inference is employed to classify testing samples, mirroring human thought processes. The simulation section assesses the performance of the HCDTPC, demonstrating its effectiveness and efficiency in pattern classification.",2325-0690,979-8-3503-0747-4,10.1109/ICAMechS59878.2023.10272839,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10272839,Convolutional Neural Network;Hashing Technique;Deep-Thinking Pattern Classifier;Classification,Mechatronics;Pattern classification;Clustering algorithms;Transforms;Computer architecture;Visual systems;Feature extraction,,2.0,,21.0,IEEE,10 Oct 2023,,,IEEE,IEEE Conferences,4,4
