document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Enhancing Computational Strategies to Decode ChatGPT’s Influence on the Critical Thinking Abilities of University Students,Gunawan; S. Palupi; R. Hardi; A. S. Pribadi; R. Zulkarnain; M. N. Setiawan; N. W. W. Sari; Sulistiyanto; D. T. Utomo,"Department of Informatics, Universitas Mulia, Balikpapan, Indonesia; Department of Information Systems, Universitas Mulia, Balikpapan, Indonesia; Department of Informatics, Universitas Mulia, Balikpapan, Indonesia; Department of Law, Universitas Mulia, Balikpapan, Indonesia; Department of Information Systems, Universitas Mulia, Balikpapan, Indonesia; Department of Informatics, Universitas Mulia, Balikpapan, Indonesia; Department of Informatics, Universitas Mulia, Balikpapan, Indonesia; Department of Engineering, Universitas Nurul Jadid, Probolinggo, Indonesia; Department of Information Technology, Politeknik Negeri Jember, Jember, Indonesia",2024 4th International Conference of Science and Information Technology in Smart Administration (ICSINTESA),14 Nov 2024,2024,,,27,32,"The integration of artificial intelligence (AI) tools such as ChatGPT into educational contexts is reshaping the landscape of student learning and critical thinking. This study investigates the influence of ChatGPT on the critical thinking abilities of university students by enhancing computational strategies for analysis. We developed an advanced computational framework that leverages natural language processing (NLP) and machine learning (ML) techniques to evaluate the interaction between students and ChatGPT. Our approach involves the collection and analysis of large-scale interaction data to identify patterns and impacts on critical thinking development. We employed sentiment analysis, topic modeling, and argumentation mining to decode the nature of student responses and their evolution over time. The results reveal significant improvements in critical thinking skills among students who actively engage with ChatGPT, suggesting that the AI can act as a catalyst for developing higher-order thinking skills. This study contributes to the growing body of research on AI in education by providing insights into the mechanisms through which AI tools can enhance critical thinking, and proposes practical implications for integrating such tools into academic curricula. The findings support the notion that computational analysis can provide a nuanced understanding of AI’s educational impacts, paving the way for more effective AI-assisted learning environments.",,979-8-3503-7611-1,10.1109/ICSINTESA62455.2024.10748139,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10748139,Artificial intelligence;ChatGPT;critical thinking;computational strategies;natural language processing;machine learning;education,Sentiment analysis;Analytical models;Technological innovation;Computational modeling;Education;Machine learning;Learning (artificial intelligence);Chatbots;Data mining;Information technology,,,,17.0,IEEE,14 Nov 2024,,,IEEE,IEEE Conferences,10,8
The effects of constructing robot-based storytelling system on college students' computational thinking skill and technology comprehension,C. -C. Hu; M. -H. Chen; I. Yuadi; N. -S. Chen,"Department of Information Management, Tatung University No.40, Sec. 3, Zhongshan N. Rd., Taipei City, Taiwan; Department of Information Management, Tatung University No.40, Sec. 3, Zhongshan N. Rd., Taipei City, Taiwan; Department of Information and Library Science, Airlangga University Jl. Airlangga 4-6, Surabaya, Indonesia; Institute for Research Excellence in Learning Sciences and Program of Learning Sciences, National Taiwan Normal University 162, Section 1, Heping E. Rd., Taipei City, Taiwan",2022 24th International Conference on Advanced Communication Technology (ICACT),11 Mar 2022,2022,,,496,500,"Recent college students have been observed to be motivated and engaged in acquiring information and communication technology (ICT) knowledge and skills with robots and digital media. The purpose of this study is to develop students’ technology comprehension through a learning activity by constructing robot-based storytelling systems. A sample of 15 college students participated in the program. Data collected include the pre-and post-computational thinking tests (CTt) and computational thinking skill (CTs) tests for evaluating their learning effects of technology comprehension (TC) in terms of computational thinking knowledge and skills and their perceptions toward the robot-based storytelling development environment and learning activities. The results show that the learning activities were an effective approach for enhancing the students’ TC as shown in the post-test. The differences between the students’ CT and perceptions were also confirmed. The results revealed that the learning activities with the robot-based storytelling development environment could improve the students’ TC knowledge and skills, and learning perceptions.",1738-9445,979-11-88428-08-3,10.23919/ICACT53585.2022.9728803,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9728803,Technology comprehension;Computational thinking;Robot-based storytelling;Information and communication technology,Education;Media;Information and communication technology;Robots;Creativity,,7.0,,14.0,,11 Mar 2022,,,IEEE,IEEE Conferences,10,6
The research on online independent learning model based on computational thinking,X. Zhou,"Computing Sciences Department, Sichuan Normal University, Chengdu, China",2011 International Conference on E-Business and E-Government (ICEE),16 Jun 2011,2011,,,1,5,"The online independent learning is one of the topics, which is currently focused by educational technology. Computational thinking is another important concept that international computer field widely concerned on. With the feature of online learning model, this paper builds Online Independent Learning Model Based on Computational Thinking (OILMCT). Comparing with the traditional teaching model, the OILMCT makes a great improvement in developing learners' self-building knowledge and the capability of innovative thinking. Not only improve the learning efficiency, but also make learners' computational thinking capability getting progress.",,978-1-4244-8694-6,10.1109/ICEBEG.2011.5881653,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5881653,computational thinking;online environment;independent learning,Computational modeling;Education;Mathematical model;Computers;Computer science;Learning systems;Computational efficiency,,,,7.0,IEEE,16 Jun 2011,,,IEEE,IEEE Conferences,10,5
Comparing computational thinking skills of engineering students in urban and rural areas of Peru,N. A. Nunez; G. Cornejo-Meza; S. A. Sánchez,"Departamento de Ingeniería Industrial, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Departamento Académico de Psicología, Pontificia Universidad Católica del Perú, Lima, Perú; Centrum Católica Graduate Business School, Pontificia Universidad Católica del Perú, Lima, Perú",2020 IEEE ANDESCON,1 Dec 2020,2020,,,1,5,"The present study focuses on comparing the achievement levels of computational thinking skills in first-year engineering students at two Peruvian universities, one located in an area with a high human development index (Lima) and the other in a more vulnerable area (Amazonas). The study is based on a computational thinking competence assessment model carried out with 112 students who were given challenges and problems. The results show that: (a) the achievement levels of computational thinking competences differ significantly between the Lima group and the Amazonas group, (b) the highest levels of competence achievement are associated with students who had some level of previous instruction in secondary education, and (c) the differences in the achievement of computational thinking skills according to student gender are not significant.",,978-1-7281-9365-6,10.1109/ANDESCON50619.2020.9272097,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272097,computational thinking;education in engineering;Peru;Latin America;vulnerable environments,Education;Analysis of variance;Programming profession;Conferences;Training;Standards;Engineering students,,2.0,,23.0,IEEE,1 Dec 2020,,,IEEE,IEEE Conferences,10,8
Discussing the Challenges Related to Deployment of Computational Thinking in Brazilian Basic Education,T. Carvalho; D. Andrade; J. Silveira; V. Auler; S. Cavalheiro; M. Aguiar; L. Foss; A. Pernas; R. Reiser,"Technology Development Center, Federal University of Pelotas, Pelotas, Rio Grande do Sul, Brazil; Technology Development Center, Federal University of Pelotas, Pelotas, Rio Grande do Sul, Brazil; Technology Development Center, Federal University of Pelotas, Pelotas, Rio Grande do Sul, Brazil; Technology Development Center, Federal University of Pelotas, Pelotas, Rio Grande do Sul, Brazil; Technology Development Center, Federal University of Pelotas, Pelotas, Rio Grande do Sul, Brazil; Technology Development Center, Federal University of Pelotas, Pelotas, Rio Grande do Sul, Brazil; Technology Development Center, Federal University of Pelotas, Pelotas, Rio Grande do Sul, Brazil; Technology Development Center, Federal University of Pelotas, Pelotas, Rio Grande do Sul, Brazil; Technology Development Center, Federal University of Pelotas, Pelotas, Rio Grande do Sul, Brazil",2013 2nd Workshop-School on Theoretical Computer Science,27 Mar 2014,2013,,,111,115,Computational thinking aims to employ Computer Science foundations to solve problems in different knowledge areas. This paper describes projects related to computational thinking and starts a discussion on the challenges for implementing computational thinking in primary and secondary education in Brazil.,,978-1-4799-3057-9,10.1109/WEIT.2013.27,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6778575,Computational thinking;Basic education;Informatics in education;Computer-aided learning;Constructive thinking,Educational institutions;Computer science;Games;Proposals;Computers;Google,,4.0,,18.0,IEEE,27 Mar 2014,,,IEEE,IEEE Conferences,10,9
The Impact of stem Courses on Students’ Computational Thinking: Mediation based on problem solving ability and stem attitude,J. Zhang; Y. Zhang; Y. Lin,"Faculty of Artificial Intelligence Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence Education, Central China Normal University, Wuhan, China",2023 International Symposium on Educational Technology (ISET),20 Dec 2023,2023,,,74,78,"Computational thinking is advocated as a skill that everyone should possess, and stem content and background can be conducive to the learning of computational thinking. This study constructed a theoretical model of the impact of stem courses on students’ computational thinking, and measured the mediating effects of problem solving skills and stem attitudes on stem courses and students’ computational thinking. The study included a questionnaire of 1870 secondary school students and a descriptive, correlational and mediating analysis. The results show that stem courses can predict students’ computational thinking through students’ problem solving ability and students’ attitude towards stem. The results of this study have a positive reference value for discussing the factors affecting students’ computational thinking, implementing stem course education, improving students’ problem-solving ability and enhancing students’ attitude towards stem.",2766-2144,979-8-3503-0491-6,10.1109/ISET58841.2023.00023,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10361088,Computational thinking;stem course;Problem Solving Ability;stem Attitude,Computational modeling;Educational technology;Extensibility;Problem-solving;Mediation,,,,42.0,IEEE,20 Dec 2023,,,IEEE,IEEE Conferences,10,6
Enhancing Synergy Among Engineering Educators through Computational Thinking,C. A. N. Johnson; M. F. Bin Daud; M. B. Arsat; W. N. Bt. Wan Hussin; E. I. Egba,"Centre for Engineering Education, Niger Delta University, Bayelsa State, Nigeria; Faculty of Mechanical Engineering, Universiti Teknologi Malaysia; Faculty of Education, Universiti Teknologi Malaysia, Johor, Malaysia; Faculty of Mechanical Engineering, Universiti Teknologi Malaysia; Department of Technology and Vocational Education, Ebonyi State University, Abakaliki, Ebonyi State, Nigeria",2017 7th World Engineering Education Forum (WEEF),20 Sep 2018,2017,,,636,641,"Observations have shown the need of adequate collaboration among the engineering educators for effective achievement of its goals. Nevertheless, there have been reports of the inadequate relationship among engineering educators. Consequently, it is vital to develop strategies to boost the synergy among the parties. Computational Thinking (CT) could be a dependable approach. This paper presents ways of ensuring synergy among engineering educators through computational thinking. A questionnaire survey that sought information from the respondents on the ways computational thinking: promotes thinking abilities, reduces personal clashes, and improves decision-making process among the engineering educators was administered to 400 respondents. 348 survey answers were returned, found reliable and used in the data analysis. The analysis revealed that computational thinking plays vital roles in the repositioning of engineering education for solving of novel problems, assurance of mutual respect among educators, and intensive research for renown engineering education with relative contribution index above 0.8. The paper recommends the development of a computational thinking based comprehensive engineering educators' synergy framework as a suggestion for future research.",,978-1-5386-1523-2,10.1109/WEEF.2017.8467140,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8467140,synergy;engineering educators;computational thinking;higher education;engineering discipline,Engineering education;Decision making;Teamwork;Instruments;Computational modeling;Solid modeling,,,,18.0,IEEE,20 Sep 2018,,,IEEE,IEEE Conferences,10,9
Using Computational Thinking Patterns to Scaffold Program Design in Introductory Programming Course,C. -K. Chang,"Department of Information and Learning Technology, National University of Tainan, Tainan, R.O.C",2016 5th IIAI International Congress on Advanced Applied Informatics (IIAI-AAI),1 Sep 2016,2016,,,397,400,"Visual programming languages (VPLs), such as Scratch and StarLogo TNG, can make computer science education more accessible to everyone. Current researches in the study of using VPLs for educational purposes primarily focus on understanding motivational benefits and computational thinking gains. All these educational VPLs claim to scaffold students learning computational thinking concepts. Although the evaluations show that students may exhibit more enthusiasm, it is not clear what computational thinking concepts are actually learned by students. In this paper, we attempt to develop a visual programs recognition tool for student-created StarLogo TNG simulations which representing the computational thinking concepts implemented by the students. Through collecting student's created projects over time, this visual programs recognition tool can possibly indicate the patterns of computational thinking in science simulations created by StarLogo TNG.",,978-1-4673-8985-3,10.1109/IIAI-AAI.2016.27,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7557641,Visual programming languages;computer science education;computational thinking;StarLogo TNG,Computational modeling;Programming profession;Visualization;Ice;Computers;Syntactics,,4.0,,15.0,IEEE,1 Sep 2016,,,IEEE,IEEE Conferences,10,10
An Ontology based approach to teach Computational Thinking,C. Araújo; L. V. O. Lima; P. R. Henriques,"Centro Algoritmi / Dep. de Informática, Universidade do Minho, Braga, Portugal; Centro Algoritmi / Dep. de Informática, Universidade do Minho, Braga, Portugal; Centro Algoritmi / Dep. de Informática, Universidade do Minho, Braga, Portugal",2019 International Symposium on Computers in Education (SIIE),28 Jan 2020,2019,,,1,6,"This paper is focused on the teaching/learning process of Computational Thinking at primary and secondary schools. It is generally accepted that Programming is a complex task that requires a long learning process. Theoretical knowledge about fundamentals on algorithms and data structures, as well as, on programming languages are required but are not enough; practicing a lot is also necessary. However, teaching Computer Programming is a hard job, most of the times unsuccessful. To overcome all the difficulties, felt by teachers and students, an increasingly bigger community of researchers in Computer Science is defending the importance of teaching Computational Thinking to young students to train them, since very earlier, in logic and abstract reasoning for problem solving. Our starting point to approach this topic relies on the use of an Ontology (OntoCnE) that describes in detail the concepts “Computational Thinking” and “Programming”, and maps those concepts to different education levels, starting with the first year. We believe that a person just acquires a new way of thinking, or a new way of behaving, if he is trained with the appropriate learning resources. So a main investment to educate people in Computational Thinking is on the choice/creation of those convenient resources. In particular we intended to investigate the impact of Augmented Reality in the usefulness of the referred resources. In that direction we will also discuss the development of a Web Platform to help on collecting and classifying (according to the referred ontology) learning resources to be used by teachers in computing classes. On the other hand, the platform will help on the retrieval, from that repository, of the most adequate resources to teach a specific subject to a specific level.",,978-1-7281-3182-5,10.1109/SIIE48397.2019.8970131,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8970131,computational thinking;programming;learning resource;teacher support tools;ontology,,,6.0,,15.0,IEEE,28 Jan 2020,,,IEEE,IEEE Conferences,10,7
Research of VB programming teaching mode based on the core of computational thinking ability training,C. Zhang; X. Chen; J. Li,"College of Science, Hebei United University, Tangshan, Hebei, China; Qian'an College, Hebei United University, Qian'an, Hebei, China; Qian'an College, Hebei United University, Qian'an, Hebei, China",2011 6th International Conference on Computer Science & Education (ICCSE),26 Sep 2011,2011,,,1260,1263,"In this paper, the existing problems and teaching characteristics of VB programming are first analyzed. Then the specific measures to reform the teaching and examination modes are proposed in accordance with the requirements of computational thinking ability training. After that, how to train the students' “computational thinking” in the VB program curriculum is elaborated on, in the hope of enabling the students to analyze and solve problems and to innovate with computers.",,978-1-4244-9718-8,10.1109/ICCSE.2011.6028861,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6028861,computational thinking;computational thinking ability;VB programming,Programming profession;Computers;Educational institutions;Visual BASIC;Training,,2.0,,5.0,IEEE,26 Sep 2011,,,IEEE,IEEE Conferences,10,5
