document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Computational emergence and computational emotion,D. N. Davis,"Cognitive Intelligence Group, Department of Computer Science, University of Hull, Kingston-upon-Hull, UK","IEEE SMC'99 Conference Proceedings. 1999 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.99CH37028)",6 Aug 2002,1999,1.0,,708,713 vol.1,"Presents an analysis of the issues pertaining to computational emergence and emotion in (cognitive) agent systems whether their ecology is carbon or silicon-based. We consider how a developing computational theory of cognition can be used to monitor and manage interactions with and within complex systems and so harness unwanted and emergent states and behaviours before the computational system becomes dysfunctional. A comparison is made between these emergent computational states and emotional states. The opening scenario provides a global systems context for the interaction between man and the cyber-domain. The final focus of the paper weaves these threads together in a consideration of the nature of goals, emotion and philosophical issues related to (computational) modelling.",1062-922X,0-7803-5731-0,10.1109/ICSMC.1999.814178,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=814178,,Cybernetics;Computational intelligence;Computer science;Environmental factors;Cognition;Monitoring;Disaster management;Yarn;Computational modeling;Robustness,,,,25.0,IEEE,6 Aug 2002,,,IEEE,IEEE Conferences,4,3
metaViz: Visualizing Computationally Identified Metaphors in Political Blogs,E. P. S. Baumer; J. Sinclair; D. Hubin; B. Tomlinson,"Department of Informatics, University of California, Irvine, USA; Department of Informatics, University of California, Irvine, USA; Department of Computer Science, University of California, Irvine, USA; Department of Informatics, University of California, Irvine, USA",2009 International Conference on Computational Science and Engineering,9 Oct 2009,2009,4.0,,389,394,"This paper presents metaViz, an online application that uses computational metaphor identification to find conceptual metaphors in political blogs. The application presents those metaphors to users in an interactive, visual fashion, with the goal of fostering critical thinking and creativity. This paper describes the computational techniques and interface design of metaViz, and presents an evaluation of the tool based on a controlled experiment showing that metaViz is more effective at fostering critical thinking than blog reading alone. This research draws attention to the need for tools that facilitate blog reading while encouraging critical engagement with the text, helping to lay the groundwork for enabling new ways of reading and interacting with blogs.",,978-1-4244-5334-4,10.1109/CSE.2009.482,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5284098,metaphor;political blogs;blog readers;computational metaphor identification;critical thinking,Visualization;Blogs;Nominations and elections;Application software;Reflection;Humans;Informatics;Computer science;Computer applications;Computer interfaces,,2.0,,15.0,IEEE,9 Oct 2009,,,IEEE,IEEE Conferences,4,3
"Critical Review of AI-Driven Human Research Intelligence: Integrating 3C Theory of Cognition, Emotion, and Thinking in Human-AI Interaction",F. Xiong; X. Yu; H. W. Leong,"Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Department of Computer Science, National University of Singapore, Singapore",2024 International Conference on Intelligent Education and Intelligent Research (IEIR),14 Apr 2025,2024,,,1,6,"This paper offers a short summary and critical review of the forthcoming book ""AI-Driven Research Intelligence: Integrating 3C Theory from Foundational Abilities to Advanced Research Thinking"". The rapid development of artificial intelligence (AI) technology has transformed scientific research, prompting the need for theories on human-AI collaboration. This book introduces the 3C Theory, which integrates AI with human cognition, emotion, and research thinking (critical thinking, creative thinking, and computational thinking). Within the 3C theoretical model, AI not only as a research tool but as an enhancer of human cognitive abilities, emotional regulation, and research thinking. By comparing 3C Theory with existing models, the book highlights its potential to transform research processes and support the design of intelligent Human-AI research systems. Additionally, this paper explores the prospects of intelligent research system design, proposing new avenues for research innovation through interdisciplinary collaboration and Human-AI interaction.",,979-8-3315-1982-7,10.1109/IEIR62538.2024.10959988,National Natural Science Foundation of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10959988,AI-Driven research;research thinking;3C Theory;human-AI interaction;intelligent research system,Technological innovation;Reviews;Computational modeling;Education;Collaboration;Transforms;Solids;Cognition;Artificial intelligence;System analysis and design,,,,40.0,IEEE,14 Apr 2025,,,IEEE,IEEE Conferences,3,3
Deep learning and deep thinking: New application framework by CICT,R. A. Fiorini,"Department of Electronics, Politecnico di Milano",2016 IEEE 15th International Conference on Cognitive Informatics & Cognitive Computing (ICCI*CC),23 Feb 2017,2016,,,117,128,"In a previous paper we showed and discussed how computational information conservation theory (CICT) can help us to develop even competitive advanced quantum cognitive computational systems. To achieve reliable system intelligence outstanding results, current computational system modeling and simulation community has to face and to solve two orders of modeling limitations at least. As a solution, we propose an exponential, prespatial arithmetic scheme (“all-powerful scheme”) by CICT to overcome the Information Double-Bind (IDB) problem and to thrive on both deterministic noise (DN) and random noise (RN) to develop powerful cognitive computational frameworks for deep learning, towards deep thinking applications. An operative example is presented. This paper is a relevant contribution towards an effective and convenient “Science 2.0” universal computational framework to develop deeper learning and deep thinking system and application at your fingertips and beyond.",,978-1-5090-3846-6,10.1109/ICCI-CC.2016.7862024,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7862024,Deep learning;deep thinking;cognitive informatics;computational intelligence;CICT,Computational modeling;Brain modeling;Hidden Markov models;Training;Machine learning;Speech recognition,,5.0,,6.0,IEEE,23 Feb 2017,,,IEEE,IEEE Conferences,4,3
The Psychology of Thinking in Creating AI,P. Saariluoma; A. Karvonen,"Faculty of Information Technology, Cognitive Science University of Jyväskylä, Jyväskylä, Finland; Faculty of Information Technology, Cognitive Science University of Jyväskylä, Jyväskylä, Finland","2021 IEEE 4th International Conference on Computing, Power and Communication Technologies (GUCON)",2 Nov 2021,2021,,,1,6,"The broad-scale emergence of AI in industry calls forth basic questions in terms of the knowledge bases and approaches relevant for its design. Engineering design has been mainly developed for electromechanical artifacts. In practice, this has meant that the scientific knowledge required for creating technical artifacts such as engines, cars, ships, cranes, telephones, radios, TVs, and simple data processing units has been natural science. However, one cannot find intelligent processes by means of physics and chemistry. Natural scientific phenomena follow their deterministic laws, but intelligence is based on selection and decision processes. The conceptual landscape of natural science is optimized for different kinds of phenomena than intelligent information processing. Consequently, the basic research under technology design should be rethought in light of the emergence of AI. To grasp intelligent information processing, we need concepts and approaches suited for the task. To create intelligent technologies on this basis, we need concepts and approaches that afford the operationalization of such information in artificial systems. We suggest that psychology of thinking and cognitive modeling provide a logical basis for future AI design.",,978-1-7281-9951-1,10.1109/GUCON50781.2021.9573882,Business Finland; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9573882,AI;Artificial Intelligence;Psychology of Thinking;Design Methods;Cognitive Models;Engineering Design;Computer Science,Industries;TV;Computational modeling;Knowledge based systems;Psychology;Information processing;Telephone sets,,1.0,,27.0,IEEE,2 Nov 2021,,,IEEE,IEEE Conferences,3,3
Integrated intelligent algorithm for product design based on simulation of creative thinking,Chaoan Lai; Yanming Sun; Guoyan Yu,"South China University of Technology, Guangzhou, Guangdong, China; South China University of Technology, Guangzhou, Guangdong, China; Engineering College, Zhanjiang Ocean University, Zhanjiang, Guangdong, China",Fifth World Congress on Intelligent Control and Automation (IEEE Cat. No.04EX788),18 Oct 2004,2004,4.0,,3205,3209 Vol.4,"In order to simulate creative design thinking of human being and then improve those product design methods commonly used, a model of creative thinking consisting of alternant emanative and converging thinking was put forth. These shortages in case-based reasoning (CBR) and genetic algorithms (GA) were analyzed by the model. It was proved that the fundamental reason of these shortages is that they only can simulate a single process in the model of creative thinking. Then a simulation algorithm of directed similarity association is brought forward so as to realize the computation of similarity degree of product demand between components, and simulate the whole model of creative thinking by combining CBR and GA. A corresponding product design system was put forward, and then an experiment was conducted, and the results show that the combined intelligent algorithm has good performance in search.",,0-7803-8273-0,10.1109/WCICA.2004.1343114,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1343114,,Product design;Humans;Computational modeling;Convergence;Design engineering;Genetics;Machine intelligence;Chaos;Sun;Marine technology,,,,11.0,IEEE,18 Oct 2004,,,IEEE,IEEE Conferences,4,3
Experiences-Based Intelligence Simulation in ECG Recognition,J. Dong; J. -w. Zhang,"Software Eng. Inst., East China Normal Univ., Shanghai, China; Software Eng. Inst., East China Normal Univ., Shanghai, China",2008 International Conference on Computational Intelligence for Modelling Control & Automation,24 Jul 2009,2008,,,796,801,"The intelligence of human being includes three aspects, i.e. mathematics computing, logic computing and imagery thinking. There exists extraordinary unequal understanding between abstract thinking and imagery thinking while too less result on imagery thinking is ready. Simulating imagery thinking on the basis of expert experience is alternative. In the paper, Electrocardiogram recognition based on physicianspsila experiences is discussed as an example. The results demonstrate that the simulation on physicianspsila thinking process is very essential to the success of computer-aided diagnosis.",,978-0-7695-3514-2,10.1109/CIMCA.2008.185,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5172727,Intelligence simulation;Experience;knowledge;Imagery thinking;ECG recognition,Electrocardiography;Tellurium;Software engineering;Tin,,5.0,,11.0,IEEE,24 Jul 2009,,,IEEE,IEEE Conferences,4,3
Commonsense Knowledge as the Glue in a Hybrid Model of Computational Creativity,A. Gomez De Silva Garza; E. Cambria; R. Perez y Perez,"Comput. Eng. Dept., Instituto Tecnologico Autonomo de Mexico, Alvaro Obregon, Distrito Federal, MX; School of Computer Engineering, Nanyang Technological University (NTU), Singapore; Dept. de Tecnol. de la Informacion, Universidad Autonoma Metropolitana, Tlalpan, MX",2014 IEEE International Conference on Data Mining Workshop,29 Jan 2015,2014,,,360,364,"In this paper, we describe on-going work on the ensemble of two models for computational creativity using commonsense knowledge. The GENCAD model of computational creativity proposes the use of an evolutionary algorithm (EA) that employs a population of exemplars as a starting point for its search, unlike traditional EAs, which employ a randomly-generated initial population. The EA, operating on this population, is then used to generate new potentially creative solutions. GENCAD has been instantiated in the domains of structural design of tall buildings and feng shui-compliant residential floor-plan design. The MEXICA model of computational creativity also begins with a set of exemplars as a starting point, but it analyzes these exemplars based on a domain theory. The generalized model that is obtained from analyzing the set of exemplars is then used to guide the generation of new solutions. MEXICA has been instantiated in the domain of plot generation for stories involving themes, characters and locations from the Mexica culture of ancient Mexico. In the hybrid model, we combine the two original models to generate plots for stories of the same sort that MEXICA generates, but using GENCAD's process model to do so. To confirm that the generated plots make sense, the hybrid model integrates commonsense knowledge into its evaluation module.",2375-9259,978-1-4799-4274-9,10.1109/ICDMW.2014.178,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7022619,Commonsense knowledge;computational creativity;plot analysis and generation,Computational modeling;Hybrid power systems;Sociology;Analytical models;Statistics;Computers;Genetics,,,,20.0,IEEE,29 Jan 2015,,,IEEE,IEEE Conferences,4,3
ALGO-THINK Approach,M. Altaher; A. Ferchichi,"Universite de Tunis, Tunis, TN; Universite de Jendouba, Jendouba, TN","2018 JCCO Joint International Conference on ICT in Education and Training, International Conference on Computing in Arabic, and International Conference on Geocomputing (JCCO: TICET-ICCA-GECO)",30 May 2019,2018,,,1,6,"In our time human depends to solve his problems on the machine and the technology, however, there is a gap between the human thinking and the implementation of these ideas in the machine. From this point we try, in this article, to find a common language between machine and human thinking, that is to say the use of the concepts of computer science to solve problems. We propose in this study a new methodology called “Algo-think Approch” serving as a bridge between computer processing, practiceand human activities",,978-1-5386-6880-1,10.1109/ICCA-TICET.2018.8726211,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8726211,algorithm;Algo-think approach;computational thinking;Landa's theory,Computer science;Bridges,,,,,IEEE,30 May 2019,,,IEEE,IEEE Conferences,4,3
The Expert System of Product Design Based on CBR and GA,L. Chaoan,"School of Business Administration, South China University of Technology, Guangzhou, Guangdong, China",2007 International Conference on Computational Intelligence and Security Workshops (CISW 2007),7 Jan 2008,2007,,,144,147,"This paper presents a simultaneous optimization method of a case-based reasoning (CBR) system using a genetic algorithm (GA) for product designing. Prior research proposed many hybrid models of CBR and the GA for product design. However, those models were not good at aiding at creative designing. In this study, CBR and GA combine with a algorithm process for simulation of directed similarity association according to human being's thought models. Experimental results show that the new hybrid model outperforms other conventional approaches for creative design.",,978-0-7695-3073-4,10.1109/CISW.2007.4425466,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4425466,,Expert systems;Product design;Humans;Design optimization;Genetic algorithms;Algorithm design and analysis;Constraint optimization;Computational intelligence;Security;Chaos,,,,7.0,IEEE,7 Jan 2008,,,IEEE,IEEE Conferences,4,3
Neuromodulating Cognitive Architecture: Towards Biomimetic Emotional AI,M. Talanov; J. Vallverdú; S. Distefano; M. Mazzara; R. Delhibabu,"Kazan Federal University, Russia; Universitat Autìnoma de Barcelona, Catalonia; Politecnico di Milano, Italy; Innopolis University, Russia; Kazan Federal University, Russia",2015 IEEE 29th International Conference on Advanced Information Networking and Applications,30 Apr 2015,2015,,,587,592,"This paper introduces a new model of artificial cognitive architecture for intelligent systems, the Neuromodulating Cognitive Architecture (NEUCOGAR). The model is bio mimetically inspired and adapts the neuromodulators role of human brains into computational environments. This way we aim at achieving more efficient Artificial Intelligence solutions based on the biological inspiration of the deep functioning of human brain, which is highly emotional. The analysis of new data obtained from neurology, psychology philosophy and anthropology allows us to generate a mapping of monoamine neuro modulators and to apply it to computational system parameters. Artificial cognitive systems can then better perform complex tasks (regarding information selection and discrimination, attention, innovation, creativity) as well as engaging in affordable emotional relationships with human users.",2332-5658,978-1-4799-7905-9,10.1109/AINA.2015.240,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7098025,AI;Affective Computing;Cognitive Modeling;Computing Emotions;Machine Thinking;Emotional Thinking;Neuromodulation;Neurotransmission,Computational modeling;Decision making;Computer architecture;Artificial intelligence;Cognition;Psychology;Neurotransmitters,,16.0,,21.0,IEEE,30 Apr 2015,,,IEEE,IEEE Conferences,3,3
Computational Musicology: An Artificial Life Approach,E. Coutinho; M. Gimenes; J. M. Martins; E. R. Miranda,"Future Music Laboratory, School of Computing, Communications & Electronics, University of Plymouth, Plymouth, UK; Future Music Laboratory, School of Computing, Communications & Electronics, University of Plymouth, Plymouth, UK; Future Music Laboratory, School of Computing, Communications & Electronics, University of Plymouth, Plymouth, UK; Future Music Laboratory, School of Computing, Communications & Electronics, University of Plymouth, Plymouth, UK",2005 portuguese conference on artificial intelligence,10 Apr 2007,2005,,,85,93,"Artificial life (A-Life) and evolutionary algorithms (EA) provide a variety of new techniques for making and studying music. EA have been used in different musical applications, ranging from new systems for composition and performance, to models for studying musical evolution in artificial societies. This paper starts with a brief introduction to three main fields of application of EA in music, namely sound design, creativity and computational musicology. Then it presents our work in the field of computational musicology. Computational musicology is broadly defined as the study of music with computational modelling and simulation. We are interested in developing A-Life-based models to study the evolution of musical cognition in an artificial society of agents. In this paper we present the main components of a model that we are developing to study the evolution of musical ontogenies, focusing on the evolution of rhythms and emotional systems. The paper concludes by suggesting that A-Life and EA provide a powerful paradigm for computational musicology",,0-7803-9365-1,10.1109/EPIA.2005.341270,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4145929,Artificial Life;Music;Computational Musicology;Synchronization and Evolution of Rhythm;Musical Ontogensis;Emergence of Emotion,Psychoacoustic models;Music;Network synthesis;Signal synthesis;Synthesizers;Chaos;Oscillators;Computational modeling;Rhythm;Application software,,3.0,,63.0,IEEE,10 Apr 2007,,,IEEE,IEEE Conferences,4,3
