document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Investigating the Flipped-classroom Approach on College Students’ Computational Thinking Skills,D. Gong; H. H. Yang; J. Cai,"Collaborative and Innovative Center for Educational Technology, Central China Normal University, Wuhan, China; National Engineering Research Center for E-Learning, School of Education, Central China Normal University, Wuhan, China; School of Computer, Hubei University of Education, Wuhan, China",2021 International Symposium on Educational Technology (ISET),24 Sep 2021,2021,,,207,210,"The study aims to examine the effectiveness of flipped-classroom instruction on college students’ computational thinking skills (CTS). Participants were enrolled in the basic computer course from two classes at a university in central China. One class as an experimental group was chosen for the flipped-classroom instruction method (n=55); the other as a control group used the traditional lecture-based instruction method (n=54). The results show that learning through the flipped-classroom approach can significantly promote students’ levels of creativity, algorithmic thinking, cooperativity, and critical thinking, compared with the traditional lecture-based instruction approach. The findings of this research suggest that instructors should be encouraged to take the flipped-classroom instruction method to teach.",2766-2144,978-1-6654-2859-0,10.1109/ISET52350.2021.00050,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9546563,computational thinking skills;flipped-classroom instruction;traditional lecture-based instruction;quasi-experiment,Educational technology;Creativity,,,,15.0,IEEE,24 Sep 2021,,,IEEE,IEEE Conferences,6,6
Computational Thinking Curriculum for K-12 Education -- A Delphi Survey,H. -C. Chuang; C. -F. Hu; C. -C. Wu; Y. -T. Lin,"Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan; Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan; Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan; Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan",2015 International Conference on Learning and Teaching in Computing and Engineering,18 Jun 2015,2015,,,213,214,"The purpose of this study is to design a computational thinking curriculum standard for K-12 education. The Delphi technique was employed to collect different views and derive consensus from a panel of thirteen experts, including computer scientists, computer science educators, K-12 computer teachers, and industry experts. The first draft of Delphi survey questionnaire, consisting of nine themes (problem solving, problem decomposition, algorithms, data representation, data analysis, modeling and simulation, abstraction, automation, and others) and 60 competence indicators, was developed based on our investigation of the nature of computational thinking. After three rounds of survey and a final round-table discussion, the expert panel derived 49 essential competence indicators (13 for grades K to 6, nine for grades 7 to 9 and 27 of grades 10 to 12) and eight optional competence indicators (one for grades 7 to 9 and seven for grades 10 to 12). According to the results, the core ability and training of computational thinking are different in grades. In grades K to 6, students develop logical thinking and problem solving skills in personal and family life. In grades 7 to 9, students must understand the basic concepts of programming and write basic programs. Finally, in grades 10 to 12, they will use high-level skills to apply the concepts of abstraction, modeling, and structured problem decomposition to solve problems in different fields. The results serve as useful references for developing Taiwan's new K-12 computing curriculum.",,978-1-4799-9967-5,10.1109/LaTiCE.2015.44,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7126261,Computing Curriculum;K-12 education;Computational Thinking;Delphi Survey,Computational modeling;Analytical models;Data models;Computers;Education;Computer science;Standards,,12.0,,4.0,IEEE,18 Jun 2015,,,IEEE,IEEE Conferences,6,9
Collaboration and Computational Thinking: A classroom structure,B. Worrell; C. Brand; A. Repenning,"Carson Middle School Colorado, Springs, US; Science Discovery Program University of Colorado, Boulder, Boulder, USA; Department of Computer Science, University of Colorado, Boulder, Boulder, USA",2015 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),17 Dec 2015,2015,,,183,187,"Building a classroom environment based on student-led, meaningful collaboration is an ideal being promoted by educators and administrators seeking to equip students with 21st century workforce skills. More and more often, teachers are challenged to design lessons that utilize students' innate desire to communicate with one another rather than more traditional direct instruction. With a heavy focus on student-driven instruction and a reduced role for direct instruction, Carson Middle School's Game Design I course is able to utilize collaboration as a means for allowing students to not only learn but master and retain Computational Thinking Patterns and apply them in formal summative assessments. Through the collection of these data points throughout the course of a semester of learning, an educator can fully appreciate the learning of Computational Thinking skills that occurs as students build a sequence of games and simulations.",,978-1-4673-7457-6,10.1109/VLHCC.2015.7357215,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7357215,computational thinking;computational thinking patterns;assessment;collaborative programming;middle school computer education;game design,Programming,,8.0,,9.0,IEEE,17 Dec 2015,,,IEEE,IEEE Conferences,6,8
The Use of Different Kinds of Robots to Spark Student Interest in Learning Computational Thinking,W. -Y. Huang; C. -F. Hu; C. -C. Wu,"Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan; Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan; Graduate Institute of Information and Computer Education, National Taiwan Normal University, Taipei, Taiwan",2018 International Conference on Learning and Teaching in Computing and Engineering (LaTICE),8 Jul 2019,2018,,,11,16,"Educational robots have been used in schools for STEM education and for teaching students programming and computational thinking (CT) for many years. The look and feel of traditional robots for educational purposes such as LEGO Mindstorms and NXT have been mostly engineering-oriented. Not until recently, have robotic products such as Dash & Dot utilized physical appearance which were cute and kid-friendly. This study compared the effects of using two kinds of robots- Dash & Dot and LEGO NXT, in terms of students' performance, student's attitudes about learning activities, and how different genders respond to various robots. A Quasi-Experimental Design was conducted. The participants consisted of 106 6th graders from four classes of students. Two classes were designated as the experimental groups which used Dash & Dot robots,). The other two classes of students were the control groups which used NXT robots. With respect to students' attitudes toward learning, the study showed no significant difference between experimental and control groups. With respect to learning programming skills, it was found that females in the experimental group prefer to use robots. Females showed a definite preference for using the Dash & Dot robots.",2475-1057,978-1-5386-7897-8,10.1109/LaTICE.2018.00-13,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8753395,Computational thinking;Robot;Gender,,,4.0,,13.0,IEEE,8 Jul 2019,,,IEEE,IEEE Conferences,6,6
Enhancement the computational thinking skills via the simulation game,K. Daungcharone,"College of Arts, Media and Technology Chiang Mai University, Chiang Mai, Thailand","2017 International Conference on Digital Arts, Media and Technology (ICDAMT)",24 Apr 2017,2017,,,195,199,"The learning style in these day has been changed since the traditional style has been replaced by the modern style of learning processes using new technology such as social media, smart phone or edutainment. Nowadays, simulation game plays an important role in educational ground because its characteristic can enhances the learners' motivation. The paper aims to purpose the novel idea of how to identify appropriate factors which relate to the learner's motivation for supporting the computational thinking skills via simulation game. This is importance because games are considered as efficiency tools in which lecturers can employ to escalate the interest of lessons and to make the learning to be more effective.",,978-1-5090-5210-3,10.1109/ICDAMT.2017.7904960,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7904960,Simulation Game;Computational Thinking Skills;Learning Motivation,Games;Computational modeling;Programming profession;Computers;Object oriented modeling;Engineering profession,,4.0,,13.0,IEEE,24 Apr 2017,,,IEEE,IEEE Conferences,6,7
The Effect on Computational Thinking Using SRA-Programming: Anticipating Changes in a Dynamic Problem Environment,N. Fanchamps; L. Slangen; M. Specht; P. Hennissen,"Open Universiteit Nederland, Heerlen, The Netherlands; Fontys University of Applied Science, Sittard, The Netherlands; Delft University of Technology, Delft, The Netherlands; Zuyd University of Applied Science, Heerlen, The Netherlands",IEEE Transactions on Learning Technologies,21 Jun 2022,2022,15.0,2.0,213,222,"This article illustrates that the task design and problem selection are of characteristic influence to evoke sense-reason-act programming (SRA) among primary school pupils when programming robots. Research shows that the task design influences the development of computational thinking (CT). The literature provides evidence that the context, the problem space, and the representation of the problem to apply SRA-programming require the programming task to be embedded in a dynamic context in which a programmable robot must use sensory information to anticipate changes in the environment. In order to ascertain whether the problem space and the task design influence the evocation of SRA-thinking, this article uses a research design comparing the differences between two programming conditions (static/dynamic). In these conditions, pupils use Lego EV-3 robots and Mindstorms software to solve programming problems. As a post-measurement, a Lego challenge is applied. In this article, it is shown that the integration of a dynamic task design to solve a programming problem is essential for a deeper understanding of CT skills. Furthermore, when pupils can immediately test the consequences of their program in a dynamic environment and, thus, the learning environment provides an appropriate problem, they gain a deeper understanding of the added value of sensors and will be better able to reason about complex problems. It is found that programming in a dynamic problem environment almost naturally evokes SRA-thinking, as opposed to programming in a static environment. The influence of SRA-programming as demonstrated identifies characteristics of CT.",1939-1382,,10.1109/TLT.2022.3162895,Dutch Organization Nationaal Regieorgaan Praktijkgericht Onderzoek SIA(grant numbers:NWO/Subsidie KIEM.21V01.051); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9744486,Computational thinking (CT);dynamic environments;robotics;sense-reason-act (SRA)-thinking;tangible output,Programming;Pupils;Programming profession;Robots;Task analysis;Robot sensing systems;Problem-solving,,1.0,,60.0,IEEE,29 Mar 2022,,,IEEE,IEEE Journals,6,7
Discipline-Specific Critical Thinking Curriculum with A Problem Solving Life Cycle Framework,C. S. Lee; C. -C. Chou,"Department of Information Systems, College of Business Administration California State University, Long Beach; College of Business California State University, Marina, CA",2018 International Conference on Computational Science and Computational Intelligence (CSCI),2 Jan 2020,2018,,,671,674,"Critical thinking is one of the core missions of higher education. It emphasizes self-reflection and critical examination. There are few proven methods to teach critical thinking effectively, and assessment of students' thinking skills often fell short. Most universities do not teach critical thinking in a cohesive and systematic fashion after the students enter a specific discipline, such as management or engineering. This paper proposes to design a discipline specific critical thinking curriculum by adopting a Problem Solving Life Cycle framework. Critical thinking skills are reinforced in every phase throughout the Life Cycle with documented deliverables and assessment criteria.",,978-1-7281-1360-9,10.1109/CSCI46756.2018.00135,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8947875,critical thinking;curriculum design;assessment;problem solving life cycle,Problem-solving;Business;Taxonomy;Cognition;Information systems;Training,,,,15.0,IEEE,2 Jan 2020,,,IEEE,IEEE Conferences,6,9
Map-Blocks: Playing with Online Data and Infuse to Think in a Computational Way,R. Vinayakumar; K. Soman; P. Menon,"Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, India; Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, India; Lakhshya Cyber Security Labs Pvt Ltd, Coimbatore","2018 9th International Conference on Computing, Communication and Networking Technologies (ICCCNT)",18 Oct 2018,2018,,,1,6,This paper introduces a new teaching tool for K-12 schools with the aid to transfigure the way young peoples use of online data. The tool involves participators who don't have prior programming knowledge and wish to learn computational concepts as part of playing with online data. Computational thinking provides a way for solving many real-world problems that are not learned easily by using many existing tools. Map-Blocks is a software suite that combines the easy to use visual programming environment with easy to get started block shaped programming environment.,,978-1-5386-4430-0,10.1109/ICCCNT.2018.8493700,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8493700,online data;Computational thinking;Map-Blocks;K-12 education;block based programming;21st century learning skills,Programming profession;Programming environments;Tools;Education;Computer languages;Visualization,,1.0,,18.0,IEEE,18 Oct 2018,,,IEEE,IEEE Conferences,6,7
Exploring Computational Thinking Skills in 3D Printing: A Data Analysis of an Online Makerspace,C. Chytas; A. Tsilingiris; I. Diethelm,"Department of Computing Science, University of Oldenburg, Oldenburg, Germany; OSWINDS Research Group, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Computing Science, University of Oldenburg, Oldenburg, Germany",2019 IEEE Global Engineering Education Conference (EDUCON),30 May 2019,2019,,,1173,1179,"Nowadays, the ability to code is becoming increasingly important in industry and is often mentioned as a crucial skill for future employment. In maker culture, the ability to program along with other technical skills often exceeds this limitation and also includes fun activities through personally fabricated projects. In this paper, we examine computational design projects that are intended to be 3D printed and could potentially introduce coding learning actions. To find computationally rich designs that are appealing to learners, we conducted data analysis on an online makerspace which exploits computational design tools for personal fabrication. We found the most liked designs of the online makerspace and examined which of them included programming features (iterations, conditional statements and functions/modules) and could foster computational thinking elements such as abstract and algorithmic thinking, pattern recognition, and decomposition. The most liked category of designs was Figures (of animals and popular animation characters among other things) which surprisingly often also included programming features. We discuss the implications of our research for technologists, academics and teachers who wish to include 3D modeling and printing in coding learning activities.",2165-9567,978-1-5386-9506-7,10.1109/EDUCON.2019.8725202,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8725202,3D printing;personal fabrication;computational design;computational thinking;online makerspace,Programming profession;Three-dimensional displays;Fabrication;Solid modeling;Encoding;Computational modeling,,3.0,,27.0,IEEE,30 May 2019,,,IEEE,IEEE Conferences,6,7
Prospective Elementary Teachers’ Computational Thinking Skills: A Preliminary Study,Z. H. Putra; G. Witri; Dahnilsyah; Y. Gunawan; H. Sumadinata; A. R. Putri,"Department of Elementary Education, University of Riau, Pekanbaru, Indonesia; Department of Elementary Education, University of Riau, Pekanbaru, Indonesia; Department of English Education, University of Riau, Pekanbaru, Indonesia; Departmen of Elementary, Education University of Riau, Pekanbaru; Department of Elementary Education, University of Riau, Pekanbaru, Indonesia; Department of Hospital Management, University of Respati Indonesia, Jakarta, Indonesia","2024 2nd DMIHER International Conference on Artificial Intelligence in Healthcare, Education and Industry (IDICAIEI)",20 Jan 2025,2024,,,1,4,"Computational thinking refers to thinking and solving issues in the same way as computer scientists do. This study aims to evaluate the computational thinking skills of prospective elementary teachers. This study uses a quantitative descriptive research method. The research instrument uses a computational thinking skills test containing four indicators, namely decomposition, algorithm, pattern recognition, abstraction/generalization. The subjects of this study were 244 prospective elementary teachers from a Study Program of Elementary School Teacher Education at a public university in Pekanbaru, Riau, Indonesia. The results of this study indicate that the computational thinking skills of prospective elementary teachers are in the moderate category. Among the four indicators, prospective elementary teachers’ skills of decomposition and pattern recognition are higher than algorithm and abstraction/generalization.",,979-8-3315-2871-3,10.1109/IDICAIEI61867.2024.10842752,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10842752,abstraction;algorithm;computational thinking skills;decomposition;pattern recognition,Industries;Instruments;Education;Medical services;Pattern recognition;Artificial intelligence,,,,16.0,IEEE,20 Jan 2025,,,IEEE,IEEE Conferences,6,6
