document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Research on blended teaching reform based on computational thinking,F. Zhao; S. Liu,"College of Computer and Information Technology, Northeast Petroleum University, Daqing, China; College of Computer and Information Technology, Northeast Petroleum University, Daqing, China",2022 12th International Conference on Information Technology in Medicine and Education (ITME),4 Apr 2023,2022,,,184,188,"The outbreak of COVID-19 has impacted traditional teaching methods in schools, and blended teaching in the post-pandemic has gradually become a hot topic of research in higher education. Computational thinking, as one of the core literacies to be acquired in the 21st century, can help students realize the importance of computers as well as enable them to solve specific problems more effectively when facing real-life situations. The article takes the C language programming course as an example, analyzes the problems faced in teaching in the post-pandemic, introduces the concept of computational thinking and integrates it into all aspects of blended teaching design, pays attention to students' individual differences, and proposes a blended teaching model based on computational thinking and puts it into practice. The results show that this teaching model can improve students' learning performance, exercise students' computational thinking skills, and promote blended teaching reform and students' personalized development.",2474-3828,979-8-3503-1015-3,10.1109/ITME56794.2022.00048,Ministry of Education; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10086259,computional thinking;blended teaching;teaching reform;personalized learning,Computers;Training;COVID-19;Computational modeling;Education;C languages;Problem-solving,,1.0,,6.0,IEEE,4 Apr 2023,,,IEEE,IEEE Conferences,7,5
Teaching Research on Computer Programming based on Cultivation of Computational Thinking,H. Ding,"School of Information Science and Engineering, Yunnan University, Kunming, China",2019 IEEE International Conference on Computer Science and Educational Informatization (CSEI),23 Dec 2019,2019,,,72,75,"Computer programming is one of compulsory courses for science and engineering majors in colleges and universities, and C language is one of the most common programming language. In view of teaching problems of traditional programming course, for example, the concepts are abstract and difficult to understand for students, and students are lack of logical thinking of programming, this paper introduced the concept of computational thinking, analyzed how to integrate computational thinking into teaching contents of computer programming course, and flipped classroom teaching method was discussed too. The teaching practice showed that good teaching effects were achieved.",,978-1-7281-2308-0,10.1109/CSEI47661.2019.8938909,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8938909,computer programming;pedagogy;computational thinking;flipped classroom,Programming profession;Online services;Training;Problem-solving,,2.0,,9.0,IEEE,23 Dec 2019,,,IEEE,IEEE Conferences,7,5
Practical Exploration of Integrating Computational Thinking into University Computer Foundation Education,Z. He; H. Zhao,"College of Information Science and Technology, Jinan University, Guangzhou, China; School of Foreign Language and International Business, Guangdong Mechanical and Electrical Polytechnic, Guangzhou, China","2019 IEEE International Conference on Engineering, Technology and Education (TALE)",15 Oct 2020,2019,,,1,6,"Computational thinking is an important concept that is widely concerned by international computer community, and it is considered as an important way to carry out university computer education reform. This paper firstly analyzes the existing problems in university computer teaching for non-computer majors, and then it discusses a series of teaching practices that integrate computational thinking into university computer teaching, including: (1) Students are divided into different classes according to their computer proficiency; (2) We abandon the concept of “Narrow Instrumentalism”, and teach the most essential knowledge of computer foundation; (3) We propose the “data” as the mainline, and then reconstruct teaching content according to the mainline; (4) We also reconstruct experimental content with the mainline, and separate experimental teaching into a single course. The practices has proved that the teaching methods put forward in this paper yield good results, and it provides a new model for University Computer Foundation teaching, which aims at improving students’ computational thinking.",2470-6698,978-1-7281-2665-4,10.1109/TALE48000.2019.9225879,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9225879,computational thinking;university computer foundation;teaching reform;non-computer major,Education;Software;Instruments;Databases;Programming profession,,,,8.0,IEEE,15 Oct 2020,,,IEEE,IEEE Conferences,7,5
Programming Courses Teaching Method for Ability Enhancement of Computational Thinking,W. Huang; Z. Deng; D. Rongsheng,"Guilin University of Electronic Technology, Guilin, Guangxi, CN; Guilin University of Electronic Technology, Guilin, Guangxi, CN; School of Computer Science and Control, Guilin University of Electronic Technology, Guilin, China",2009 International Association of Computer Science and Information Technology - Spring Conference,21 Jul 2009,2009,,,182,185,"The essence of computational thinking is thinking about data and ideas, and using and combining these resources to solve problems. The internal requirement of the programming courses is to cultivate the student's the ability to use programming language for problem analysis and problem solving. According to the characteristics of the courses themselves, this paper proposes a course teaching system built on the core of computational thinking ability cultivation and related reform method, which emphasizes the problem solving and algorithm design and determines the relationship between object-oriented method and procedure-oriented method in theoretical teaching, and designs multi-layer experiments and project-based experiment organization. This teaching strategy proves effective through teaching practice.",,978-0-7695-3653-8,10.1109/IACSIT-SC.2009.52,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5169335,Programming;Computational thinking;methodology,Education;Programming profession;Computer science;Computer languages;Problem-solving;Springs;Algorithm design and analysis;Concrete;Humans;Mathematical programming,,4.0,,8.0,IEEE,21 Jul 2009,,,IEEE,IEEE Conferences,7,5
Training for computational thinking capability on programming language teaching,Z. Yinnan; L. Chaosheng,"School of Information and Electronic Engineering, Zhejiang University of Science and Technology, Hangzhou, China; School of Information and Electronic Engineering, Zhejiang University of Science and Technology, Hangzhou, China",2012 7th International Conference on Computer Science & Education (ICCSE),6 Sep 2012,2012,,,1804,1809,"How to develop students' capacity for computational thinking during the teaching process of computer programming, is one of the basic goals of computer fundamental education. Using C program language as example, this paper discusses how to train thinking capability of students during the programming language teaching. Computer programming languages have the features of mass content and practical techniques, and it is difficult for students to master one in short period of time. We provide some advices about how to organize the teaching content and experiments are proposed for improving the teaching results, and human thinking characters are exploited for increasing creative capability. The teaching methods proposed have proved effective for training thinking capability of students.",,978-1-4673-0242-5,10.1109/ICCSE.2012.6295420,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6295420,Computational Thinking;Computer programming;Teaching methodology;Algorithm Practice;Lab teaching,Computers;Programming profession;Educational institutions;Computer languages;Algorithm design and analysis,,6.0,,6.0,IEEE,6 Sep 2012,,,IEEE,IEEE Conferences,7,6
Analysis of the Curriculum Reform Method Based on the Combination of Computational Thinking and Engineering Thinking,F. Wang; H. Wang,"School of Information Science and Engineering, Shandong Normal University; School of Information Science and Engineering, Shandong Normal University",2019 10th International Conference on Information Technology in Medicine and Education (ITME),23 Jan 2020,2019,,,284,287,"The software design pattern is an important core course for software engineering. However, the traditional classroom teaching method only focuses on the teaching of technical knowledge, but ignores the importance of thinking ability. In order to develop students' ""computational thinking"" and ""engineering thinking"" ability to combine the Exploration curriculum reform teaching methods paper from the main body, teaching content, teaching methods and evaluation of the four aspects of the course, presents a concrete and feasible teaching development program that combines ""computational thinking"" with ""engineering thinking"".",2474-3828,978-1-7281-3918-0,10.1109/ITME.2019.00071,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8964976,"computational thinking, Engineering thinking, Software Development, Design pattern, programming, Education Mode Research,",Education;Software design;Knowledge engineering;Computational efficiency;Information technology;Computer science,,1.0,,10.0,IEEE,23 Jan 2020,,,IEEE,IEEE Conferences,7,5
Cultivating Computational Thinking Among Students Of Liberal Art In Basic Computer Courses,L. Chen; J. Xia; J. Tao,"Xianda College of Economics and Humanities, Shanghai International Studies University, Shanghai, P. R. China; Xianda College of Economics and Humanities, Shanghai International Studies University, Shanghai, P. R. China; Xianda College of Economics and Humanities, Shanghai International Studies University, Shanghai, P. R. China",2018 5th International Conference on Systems and Informatics (ICSAI),3 Jan 2019,2018,,,544,548,"With the concept of Computational Thinking proposed, how to cultivate students' Computational Thinking in basic computer courses has become the focus of basic computer education reform in recent years. Computational Thinking has gradually been recognized by computer educators and has become an important goal of basic computer education. According to the author's experience, the paper analyzes the reasons why students of literal arts also need to acquire Computational Thinking after summarizing the current research status of Computational Thinking at home and abroad. Regarding the cultivation of Computational Thinking ability as a higher level than knowledge learning and skill training, the paper puts forward some improving suggestions on how to cultivate Computational Thinking among students of liberal arts.",,978-1-7281-0120-0,10.1109/ICSAI.2018.8599435,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8599435,Computational Thinking;Computer Foundation;Students of Liberal Art;Educational Reform,Art;Computer science;Writing;Software;Economics;Training,,,,8.0,IEEE,3 Jan 2019,,,IEEE,IEEE Conferences,7,5
Research on the Development of Secondary Vocational Students' Computational Thinking Based on Gamiflcation Teaching : —Taking the Secondary Vocational Information Technology Course as an Example,X. Ren; T. Cai; H. Wang; D. Yang,"College of Computer Science & Engineering, Northwest Normal University, Lanzhou, China; College of Computer Science & Engineering, Northwest Normal University, Lanzhou, China; College of Computer Science & Engineering, Northwest Normal University, Lanzhou, China; College of Computer Science & Engineering, Northwest Normal University, Lanzhou, China",2021 2nd International Conference on Information Science and Education (ICISE-IE),29 Mar 2022,2021,,,331,334,"Current information technology courses have problems such as insufficient attention from students, unclear training goals and single teaching methods. Traditional teaching can no longer meet the needs of modern education, and the teaching reform of information technology courses is imperative. Therefore, this article proposes to apply gamification teaching to information technology courses to increase students’ interest in learning and cultivate students’ computational thinking, that is, the ability to use the basic concepts of computer science to solve complex problems. This article takes the secondary vocational information technology course as an example to study the specific application of gamification teaching, and proposes a case of “Gobang Game” to provide a reference for the implementation of gamification teaching.",,978-1-6654-3829-2,10.1109/ICISE-IE53922.2021.00083,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9742585,Secondary Vocational Education;Information Technology Course;Gamification Teaching;Computational Thinking,Training;Computer science;Information science;Education;Information technology;Optimization,,1.0,,6.0,IEEE,29 Mar 2022,,,IEEE,IEEE Conferences,7,5
The Reform and Practice of College Computer Basic Courses Towards Computational Thinking and Empowerment Education Under the Background of New Liberal Arts,S. Zhang; X. Fang; F. Yuan; T. Zhou,"School of Information Engineering, Shandong Management University, Jinan, China; School of Information Engineering, Shandong Management University, Jinan, China; School of Information Engineering, Shandong Management University, Jinan, China; School of Information Engineering, Shandong Management University, Jinan, China",2023 13th International Conference on Information Technology in Medicine and Education (ITME),25 Apr 2024,2023,,,220,223,"Research purpose of the article is to explore new ideas for the reform of university computer basic courses. The proposed method starts with the background of the construction of new liberal arts and the demand for computational thinking and empowerment education. It aims at the current teaching status of college computer basic courses in application-oriented local undergraduate universities, and deeply analyzes the new situation faced by the reform of college computer basic courses. The result is to explore the path and methods of computer basic course reform in liberal arts universities from three aspects: setting course modules, reconstructing teaching content, and reforming teaching methods. The conclusion is a new idea for the reform of computer basic courses in universities.",2474-3828,979-8-3503-1915-6,10.1109/ITME60234.2023.00053,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10505486,College Computer;Basic courses;New liberal arts;Computational thinking;Empowerment education,Technological innovation;Career development;Art;Correlation;Education;Organizations;Information technology,,,,6.0,IEEE,25 Apr 2024,,,IEEE,IEEE Conferences,7,5
A Computational-thinking-oriented Progressive Teaching Mode for Python Course,H. Ren; L. Yang; L. Jiang; Y. Bai; W. Lu; J. Chang,"Zhejiang Normal University Library, Jinhua, P.R.China; School of Medicine Information Wannan Medical College, Wuhu, P.R.China; Electronic Commerce College Anhui Business College, Wuhu, P.R.China; School of Medicine Information Wannan Medical College, Wuhu, P.R.China; School of Medicine Information Wannan Medical College, Wuhu, P.R.China; School of Medicine Information Wannan Medical College, Wuhu, P.R.China",2021 IEEE 3rd International Conference on Computer Science and Educational Informatization (CSEI),19 Jul 2021,2021,,,81,84,"The monotonicity of traditional teaching mode and the high demandingness of modern project-oriented teaching method determine that single teaching mode cannot reach adequate teaching performance. In consistence with the teaching characteristics of Python course and the current situation of computational thinking applied in college computer education, this paper proposed the progressive hybrid teaching mode which adopts staged teaching methods for ability enhancement to comprehensively improve students' practical skills in Python programming.",,978-1-7281-8473-9,10.1109/CSEI51395.2021.9477642,Chizhou University; Wannan Medical College; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9477642,Computational thinking;Python;Socratic method;Case analysis method.,Conferences;Computational modeling;Education;Problem-solving;Programming profession;Python,,,,7.0,IEEE,19 Jul 2021,,,IEEE,IEEE Conferences,7,5
Teaching programming based on Computational Thinking,Ying Li,"School of Computer Science and Engineering, Beihang University, Beijing, China",2016 IEEE Frontiers in Education Conference (FIE),1 Dec 2016,2016,,,1,7,"Computational Thinking was an important way to study computer science and it explained the relationships between human, calculation and computer in terms of thinking. The computer science was raised from the theory of tools to the height of thinking. This paper introduced three levels of Computational Thinking: Computational Thinking in computer science, Computational Thinking in computing science and Computational Thinking in all subjects and analyzed the thinking characteristic of calculation and the calculation attribute of thinking. Through Computational Thinking, human can solve problems by using computer more efficiently. Therefore, the cultivation of Computational Thinking's ability was particularly important in teaching. But Computational Thinking cannot be taught without carrier and the programing course was the best way for they were closely related with each other. The paper took the Maze Problem as an example to express the differences between human and computer in the aspects of storage structure, thinking mode, solving procedure, etc. and it compared the human brain's multi-dimension and multi-forms characteristics with the computer's ne-dimension and one-form characteristics. The paper thought the goal of teaching was not to learn knowledge itself, but to form problem solving thinking.",,978-1-5090-1790-4,10.1109/FIE.2016.7757408,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7757408,Computational Thinking;Calculation;Human Brain;Programing,Computers;Education;Computational modeling;Algorithm design and analysis;Programming profession,,12.0,,17.0,IEEE,1 Dec 2016,,,IEEE,IEEE Conferences,7,9
Teaching method based on computational thinking a case research,Shuiyan He; Yongmin Hang; Yi Ding,"Wuhan Vocational College of Software and Engineering, School of Computer, Wuhan, China; Wuhan Vocational College of Software and Engineering, School of Computer, Wuhan, China; Wuhan Vocational College of Software and Engineering, School of Computer, Wuhan, China",2014 9th International Conference on Computer Science & Education,16 Oct 2014,2014,,,817,820,"Computational thinking, also called structural thinking is characterized by design and construction. In view of the existing problems of traditional teaching methods in high vocational colleges, we propose a teaching method aimed at developing the computational thinking of students. This article analyses the courses of high vocational colleges and the characteristics of students firstly. Then we design the teaching activities based upon the principles and strategies of computational thinking. Finally we offer a real teaching case. The teaching evaluations from students indicate that the teaching method based on computational thinking is very effective.",,978-1-4799-2951-1,10.1109/ICCSE.2014.6926576,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6926576,High vocational colleges;computational thinking;active directory,Computers;Educational institutions;Laboratories,,,,10.0,IEEE,16 Oct 2014,,,IEEE,IEEE Conferences,7,8
Training and Practice of Computational Thinking for New Engineering Subjects,X. Wang; J. Zheng; J. Zhao; S. Lin,"College of Media Engineering, Communication University of Zhejiang, Hangzhou, China; College of Media Engineering, Communication University of Zhejiang, Hangzhou, China; College of Media Engineering, Communication University of Zhejiang, Hangzhou, China; College of Media Engineering, Communication University of Zhejiang, Hangzhou, China",2023 13th International Conference on Information Technology in Medicine and Education (ITME),25 Apr 2024,2023,,,760,765,"With the development of science and technology, the talents of high-quality composite New Engineering Subjects need strong engineering practice ability, innovation ability, and international competitiveness. The college students have not only basic skills in computer operation but also certain programming skills. Those who understand and practice computational thinking will solve various non-universal computing problems encountered in work and study in the contemporary information society. In order to support the teaching objectives and educational concepts of the new engineering discipline, teaching reforms have been carried out in terms of teaching objectives, teaching content, teaching models, teaching resources, and ideological and political education. We cultivate interdisciplinary and professional integration through advanced thinking methods. It integrates knowledge points into practical engineering applications and cultivates students' computational thinking ability. It also improves the practical application and problem-solving abilities of students. In addition, we integrate ideological and political elements into the teaching process. It is a teaching method that combines moral education and professional courses.",2474-3828,979-8-3503-1915-6,10.1109/ITME60234.2023.00156,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10505460,new engineering;computational thinking;ideological and political elements;blended teaching,Training;Knowledge engineering;Technological innovation;Ethics;Computational modeling;Education;Problem-solving,,,,6.0,IEEE,25 Apr 2024,,,IEEE,IEEE Conferences,7,5
