document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Work in progress — Integrating computational and engineering thinking through online design and simulation of multidisciplinary systems,A. J. Magana; P. Marepalli; J. V. Clark,"Purdue University, USA; Purdue University, USA; Purdue University, USA",2011 Frontiers in Education Conference (FIE),2 Feb 2012,2011,,,S3C-1,S3C-2,"Computation is an increasingly essential tool for doing scientific research. It is expected that future engineers will need to engage and understand computing in order to work effectively with computational systems, technologies, and methodologies. Toward this goal, we leverage our previous work with SugarAid v0.2 to allow learners to test their knowledge of computing by applying engineering concepts. Applied concepts include designing multidisciplinary systems including electrical, mechanical, fluidic, and thermal components. Through this method, we expect learners to enhance their computing knowledge by applying their engineering knowledge.",2377-634X,978-1-61284-469-5,10.1109/FIE.2011.6143083,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6143083,computational thinking;engineering thinking;computational simulations;systems design,Computational modeling;Mathematical model;Knowledge engineering;Education;Sugar industry;Glass;Conferences,,,,10.0,IEEE,2 Feb 2012,,,IEEE,IEEE Conferences,4,4
Research on Topic Evolution Analysis of Computational Thinking Based on Maximum Likelihood Estimation and CiteSpace,Y. Xu; F. Zhao,"Faculty of Education, Shaanxi Normal University, Xi'an, China; Department of Psychology, University of Chinese Academy of Sciences, Beijing, China",2022 European Conference on Communication Systems (ECCS),29 Dec 2022,2022,,,6,9,"Using the CiteSpace and a keyword trend computational method based on log-likelihood value, relative change rate, and betweenness centrality, and a set of keyword trends and type rules, this research comes up with the core words, common words, and frontier words in computational thinking research field, and their evolution history and trends. In computational thinking research field, the stable core words have “thinking”, the rising core words have “education”, the stable common words have “design” and “framework”, the fluctuating common words have “model” and “classroom”, and the frontier words have “game”, etc.",,978-1-6654-9689-6,10.1109/ECCS54035.2022.00010,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9993448,computational thinking;co-word analysis;word frequency analysis,Analytical models;Maximum likelihood estimation;Computational modeling;Soft sensors;Games;Market research;Frequency estimation,,,,10.0,IEEE,29 Dec 2022,,,IEEE,IEEE Conferences,4,4
8 TEACHING COMPUTATIONAL THINKING FOR ALL,P. J. Denning; M. Tedre,NA; NA,Computational Thinking,,2019,,,175,192,"My basic idea is that programming is the most powerful medium of developing the sophisticated and rigorous thinking needed for mathematics, for grammar, for physics, for statistics, and all the “hard” subjects. Maybe I would even include philosophy and historical analysis. In short, I believe more than ever that programming should be a key part of the intellectual development of people growing up.",,9780262353410,,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709357.pdf&bkn=8709327&pdfType=chapter,,,,,,,,9 May 2019,,,MIT Press,MIT Press eBook Chapters,4,4
Introducing Computational Thinking into Archival Science Education,W. Underwood; D. Weintrop; M. Kurtz; R. Marciano,"College of Information Studies, University of Maryland, College Park, USA; College of Information Studies, University of Maryland, College Park, USA; College of Education, University of Maryland, College Park, USA; DCIC Center, University of Maryland, College Park, USA",2018 IEEE International Conference on Big Data (Big Data),24 Jan 2019,2018,,,2761,2765,"The discipline of professional archivists is rapidly changing. Most contemporary records are created, stored, maintained, used and preserved in digital form. Most graduate programs and continuing education programs in Archival Studies address this challenge by introducing students to information technology as it relates to digital records. We propose an approach to addressing this challenge based on introducing computational thinking into the graduate archival studies curriculum.",,978-1-5386-5035-6,10.1109/BigData.2018.8622511,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622511,computational thinking;archival science;MLIS curriculum,Computational modeling;Libraries;Appraisal;Cultural differences;Metadata;Education;Mathematics,,10.0,,18.0,IEEE,24 Jan 2019,,,IEEE,IEEE Conferences,4,10
A Model of Computational Creativity based on Engram Cell Theory,Q. Li; B. Li,"Washinton Institute for Health Sciences, Arlington, VA, USA; Georgetown University Medical Center, Washington, DC, USA",2023 IEEE Conference on Artificial Intelligence (CAI),2 Aug 2023,2023,,,272,273,"Artificial Intelligence technology has made remarkable progress in machine learning, but it is still in its infancy in creative thinking or computational creativity. In 2018, Yang and Li proposed that the physiological basis for the formation of memories and concepts in the human brain is engram cells (interneuron), and creative thinking is the process of forming new engram cells to connect previously seemingly unrelated concepts. During this process, association and prediction play a key role. In this study, a computational model based on engram cell theory was coded in Python to mimic the process of creative thinking. The validity of the model was tested by simulating the phenomenon of language generation and summarizing the artificial food-set regularity in the plus maze. The results show that, given 29 initial words and certain grammatical rules, the language generation program generates 25,405 sentences after 130,000 calculations, and these generated sentences can be combined into various short paragraphs. After 50 times of training in the cross maze puzzle solving program, the model can master 100% of the rules of artificial food settings. In conclusion, a computational model of creative thinking based on engram cell theory can creatively and automatically generate sentences and paragraphs, and can learn and summarize laws to solve simple puzzles. We plan to further use this model to address complex real-world problems, such as the study of cancer therapeutic targets",,979-8-3503-3984-0,10.1109/CAI54212.2023.00121,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10195075,creative thinking;engram cell theory;computational model;language generation;puzzle solution,Training;Computational modeling;Machine learning;Brain modeling;Physiology;Creativity;Python,,,,5.0,IEEE,2 Aug 2023,,,IEEE,IEEE Conferences,4,3
The Benefits of Computational Thinking,P. Snalune,,ITNOW,18 Jan 2018,2015,57.0,4.0,58,59,"Phillip Snalune, co-founder of the Codio coding and content platform, discusses why computational thinking is an important skill for school students to acquire, to enable them to contribute to the UK’s changing workforce…",1746-5710,,10.1093/itnow/bwv111,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8166055,,,,,,,,18 Jan 2018,,,OUP,OUP Journals,4,7
Can GPT-4 Think Computationally about Digital Archival Practices?,W. Underwood; J. Gage,"College of Information Studies, University of Maryland, College Park, MD, USA; Paul D West Middle Sch., Fulton County Schools, East Point, GA, USA",2023 IEEE International Conference on Big Data (BigData),22 Jan 2024,2023,,,2105,2115,"This paper describes an investigation of GPT-4’s knowledge in some areas of archival practice, and its ability to think computationally about archival tasks. It is demonstrated that GPT-4 has shown an understanding of ten among the twenty-two distinct forms of computational thinking. When GPT-4 is combined with plugins, it is able to apply some of these methods and tools to digital archival tasks.",,979-8-3503-2445-7,10.1109/BigData59044.2023.10386929,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386929,computational thinking;systems thinking;large language models;GPT-4;archival system;digitization;metadata extraction,Computational modeling;Data visualization;Oral communication;Metadata;Big Data;Data mining;Systems thinking,,1.0,,15.0,IEEE,22 Jan 2024,,,IEEE,IEEE Conferences,4,9
1 WHAT IS COMPUTATIONAL THINKING?,P. J. Denning; M. Tedre,NA; NA,Computational Thinking,,2019,,,1,21,An algorithm is a set of rules for getting a specific output from a specific input. Each step must be so precisely defined that it can be translated into computer language and executed by machine.,,9780262353410,,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709358.pdf&bkn=8709327&pdfType=chapter,,,,,,,,9 May 2019,,,MIT Press,MIT Press eBook Chapters,4,4
Trends in the Use of Design Thinking for Embedded Systems,R. Araújo; E. Anjos; D. R. Silva,"Phoebus Technology, Joao pessoa, Paraiba, Brazil; DSC-Federal University of Paraiba, CISUC - University of Coimbra, Joao Pessoa, Paraiba, Brazil; DSC-Center for Informatics, Federal University of Paraiba, Joao Pessoa, Paraiba, Brazil",2015 15th International Conference on Computational Science and Its Applications,27 Jul 2015,2015,,,82,86,"The increasing complexity of embedded systems turned the requirements management in an even more dificulty task. In addition, there is a demand for innovative, customized and trendy systems. Design Thinking can minimize these problems throughout the development of Embedded Systems. The use of Design Thinking aims to understand the real users needs and generate innovative solutions for new systems. It can improve the requirement elicitation process and increase the quality of the final system. This paper approaches new trends in the use of design thinking during the whole development process of innovative embedded technologies.",,978-1-4673-7367-8,10.1109/ICCSA.2015.25,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7166170,Embedded Systems;Design Thinking;System Requirement;Software Engineering,Scientific computing,,6.0,,19.0,IEEE,27 Jul 2015,,,IEEE,IEEE Conferences,4,3
Exploration research of thinking innovation based on PCST theory and knowledge graph,X. Huang; L. Wang; J. Ruan; S. Wu; D. Li,"School of Sports Engineering and Information Technology Wuhan, Sports University, Wuhan, P.R. China; National Laboratory of Aerospace Intelligent Control Technology, Beijing Aerospace Automatic Control Institute, Beijing, P.R. China; School of Information Engineering, Wuhan University of Technology, Wuhan, P.R. China; School of Automation, Huazhong University of Science and Technology, Wuhan, P.R. China; School of Automation, Huazhong University of Science and Technology, Wuhan, P.R. China",2018 Chinese Automation Congress (CAC),24 Jan 2019,2018,,,1040,1045,Thinking innovation is one of important driving forces to promote scientific and technological progress. Information technology can help humans to brainstorm as many potential ideas and methods as possible for given problems so as to inspire their creative thinking. Knowledge graph provides a structural method to storage human prior knowledge described by concepts and relationships between them in a graph way. The frame and models of Probability Construction Space Theory(PCST) explained the mechanism of human creative thinking and procedure of new ideas generation. Our research work explores generation of new potential methods of detecting and perception geophysical information through simulating the creative thinking of new ideas of aircraft guidance based on the combination of theory and technology of knowledge graph and PCST. One experiment software system has been built to verify feasibility of this novel cognitive model and simulation method presented in our research work.,,978-1-7281-1312-8,10.1109/CAC.2018.8623666,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8623666,thinking innovation;knowledge graph;cognitive model,Technological innovation;Software systems;Brain modeling;Cognition;Atmospheric modeling;Computational modeling;Sports,,1.0,,21.0,IEEE,24 Jan 2019,,,IEEE,IEEE Conferences,4,3
Towards a Computational Cognitive Neuroscience Model of Creativity,H. Chateau-Laurent; F. Alexandre,"Mnemosyne, Inria Bordeaux Sud-Ouest LaBRI, CNRS, Université de Bordeaux Institut des Maladies Neurodégénératives, France; Mnemosyne, Inria Bordeaux Sud-Ouest LaBRI, CNRS, Université de Bordeaux Institut des Maladies Neurodégénératives, France",2021 IEEE 20th International Conference on Cognitive Informatics & Cognitive Computing (ICCI*CC),4 Jul 2022,2021,,,67,71,"Recent progress in AI has expanded the boundaries of the cognitive functions that can be simulated, but creativity remains a challenge. Neuroscience sheds light on its mechanisms and its tight relationship with episodic memory and cognitive control, while machine learning provides preliminary models of these mechanisms. We present these lines of research and explain how they can be exploited in the domain of computational creativity in order to further expand the capabilities of AI.",,978-1-6654-2119-5,10.1109/ICCICC53683.2021.9811309,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9811309,creativity;explicit memory;episodic memory;prospective memory;cognitive control;imagination;computational cognitive neuroscience;artificial intelligence,Computational modeling;Cognitive neuroscience;Machine learning;Cognitive systems;Creativity,,,,31.0,IEEE,4 Jul 2022,,,IEEE,IEEE Conferences,4,4
Exploring Computational Thinking Perspectives in Black Communities with Physiological Computing,M. Lewis; A. Holloman; B. Y. Hernández Cuevas; C. Crawford,"Dept. of Computer Science, University of Alabama; Department of Computer and Information Science and Engineering, University of Florida; Dept. of Computer Science, University of Puerto Rico in Arecibo mlewis; Dept. of Computer Science, University of Alabama",2024 Black Issues in Computing Education (BICE),25 Jul 2024,2024,,,27,32,"Physiological computing (PC) technology is becoming increasingly popular as wearable hardware improves. However, little is known regarding potential connections between hands-on experience with physiological computing technology and computation thinking perspectives. This is particularly true for black communities. Applications for physiological computing include systems such as wearable technology (e.g., Apple Watch) capable of mapping students' physiological activity to various outputs. The work discussed in this paper presents our initial steps toward filling these gaps. In particular, we share our observations of computational thinking perspectives that emerged while black high school students constructed simple programs driven by near real-time brain wave information. Our findings suggest interactive physiological data may lead to unique computational perspectives during learning activities.",,979-8-3503-7291-5,10.1109/BICE60192.2024.00013,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10605886,computer science education;physiological computing;data science;k-12,Computer science;Education;Physiology;Real-time systems;Hardware;Filling;Wearable devices,,,,63.0,IEEE,25 Jul 2024,,,IEEE,IEEE Conferences,4,7
Creative Thinking Stimulates Innovation Design of CAM Mechanism,W. Song; G. Zhang,"Department of Mechanical and Automotive Engineering, Tongji Zhejiang College, Jiaxing, China; Department of Mechanical and Automotive Engineering, Tongji Zhejiang College, Jiaxing, China",2023 16th International Symposium on Computational Intelligence and Design (ISCID),15 Apr 2024,2023,,,51,53,"CAM mechanism is widely used in engineering, it can realize the arbitrary and complex motion curve of the follower [1]. The typical design method of CAM pitch curve is based on the principle of inversion [2], [3]. In the process of designing CAM, the author uses creative thinking [4] to raise the question whether the design steps based on the inversion principle can be applied ""in reverse"". Based on this problem, the author takes the plate CAM mechanism with translating knife-edge follower as an example and verifies the design results of CAM pitch curve through two different motion curves. The results show that the inverse application on the principle of the inversion method does not change the CAM pitch curve.",2473-3547,979-8-3503-1745-9,10.1109/ISCID59865.2023.00020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10494259,CAM design;inverse thinking;motion curve,Employee welfare;Technological innovation;Design methodology;Computational intelligence,,,,6.0,IEEE,15 Apr 2024,,,IEEE,IEEE Conferences,4,4
Computation method investigation on thinking route,Yan Cui; Xin-Rong Li; Jun-Tao Wang,"Computer Science and Engineering Department, North China Institute of AeroSpace and Engineering, Langfang, China; Computer Science and Engineering Department, North China Institute of AeroSpace and Engineering, Langfang, China; North China Institute of AeroSpace and Engineering, Langfang, China",2010 3rd International Conference on Advanced Computer Theory and Engineering(ICACTE),20 Sep 2010,2010,6.0,,V6-146,V6-149,"On the basis of analysis to existing literatures by which the thinking problems are studied using mathematic method and according to nerve foundation of thinking of human brain, several concepts such as thinking map and thinking route are proposed in this paper by imitating neuron (a kind of chemical substance) transition procedures (routes) during thinking of human brain as maps in discrete mathematics. Number of thinking routes is calculated by means of digraph adjacency matrix theory in graph theory. After comparison, the results basically satisfy the thinking routes in reality.",2154-7505,978-1-4244-6542-2,10.1109/ICACTE.2010.5579404,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5579404,neuron;synapse;thinking map;thinking route;adjacency matrix,Mathematics,,,,7.0,IEEE,20 Sep 2010,,,IEEE,IEEE Conferences,4,3
Computation and Computational Thinking,A. V. Aho,,The Computer Journal,18 Jan 2018,2012,55.0,7.0,832,835,"We recommend using the term Computation in conjunction with a well-defined model of computation whose semantics is clear and which matches the problem being investigated. Computer science already has a number of useful clearly defined models of computation whose behaviors and capabilities are well understood. We should use such models as part of any definition of the term computation. However, for new domains of investigation where there are no appropriate models it may be necessary to invent new formalisms to represent the systems under study.",1460-2067,,10.1093/comjnl/bxs074,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8130248,,,,27.0,,,,18 Jan 2018,,,OUP,OUP Journals,4,4
Artistic Activity Through Computational Thinking,T. S. Deng,"Department of Science Communication, Pintung University, Pintung Country, Pingtung City, ROC",2018 1st International Cognitive Cities Conference (IC3),9 Dec 2018,2018,,,132,134,"The purpose of the paper is to review concept of art in STEAM, and to discuss what and how it work in computing thinking. There are various kind of computing technologies to make shapes, pictures and signs for artistic activities, that be generated by algorithmic programme. In series of ideas are made by computing thinking, extending perceive for expression. There are three form of creation, which code as translator between perceive (see, hear...) and performance. The paper conclude that educators could apply artistic activities through computing thinking to extend the range of materials and spirits of inquiry by applying technologies in creation.",,978-1-5386-5059-2,10.1109/IC3.2018.00-44,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8567182,art;computational thinking;STEAM education,Art;Painting;Software;Visualization;Education;Music,,,,18.0,IEEE,9 Dec 2018,,,IEEE,IEEE Conferences,4,4
