document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Approaches for teaching computational thinking strategies in an educational game: A position paper,A. Bauer; E. Butler; Z. Popović,"Center for Game Science, University of Washington, Seattle, WA; Center for Game Science, University of Washington, Seattle, WA; Center for Game Science, University of Washington, Seattle, WA",2015 IEEE Blocks and Beyond Workshop (Blocks and Beyond),4 Jan 2016,2015,,,121,123,"Computer science is expanding into K12 education and numerous educational games and systems have been created to teach programming skills, including many block-based programming environments. Teaching computational thinking has received particular attention, and more research is needed on using educational games to directly teach computational thinking skills. We propose to investigate this using Dragon Architect, an educational block-based programming game we are developing. Specifically, we wish to study ways of directly teaching computational thinking strategies such as divide and conquer in an educational game, as well as ways to evaluate our approaches.",,978-1-4673-8367-7,10.1109/BLOCKS.2015.7369019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7369019,block-based programming;game-based learning;computational thinking;CS education,Games;Programming profession;Programming environments;Computer science education;Problem-solving,,7.0,,15.0,IEEE,4 Jan 2016,,,IEEE,IEEE Conferences,8,7
The Development and Challenges of Computational Thinking Board Games,S. -Y. Wu,"Department of Science Communication, National Pingtung University, Pingtung, Taiwan",2018 1st International Cognitive Cities Conference (IC3),9 Dec 2018,2018,,,129,131,"The promotion of computational thinking education has become a worldwide trend. To cultivate the computational thinking ability of children at young age, many computational thinking board games have appeared recently. This article introduces five computational thinking board games, including Robot Turtles, King of Pirates, Doggy Code, ROBOT WARS Coding Board Game, and Code master, and then to analyze its characteristics respectively. Additionally, this article also points out the current limitations and challenges of computational thinking board games. We hope more schools or operators will join the development of computational thinking education in the future.",,978-1-5386-5059-2,10.1109/IC3.2018.00-45,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8567181,"computational thinking, board game, coding, game-based learning",Games;Education;Programming profession;Robots;Encoding,,6.0,,11.0,IEEE,9 Dec 2018,,,IEEE,IEEE Conferences,6,7
Computational thinking leads to computational learning: Flipped class room experiments in linear algebra,S. Se; Ashwini B; A. Chandran; Soman K.P,"Centre for Excellence in Computational Engineering and Networking, Coimbatore; Centre for Excellence in Computational Engineering and Networking, Coimbatore; Centre for Excellence in Computational Engineering and Networking, Coimbatore; Centre for Excellence in Computational Engineering and Networking, Coimbatore","2015 International Conference on Innovations in Information, Embedded and Communication Systems (ICIIECS)",13 Aug 2015,2015,,,1,6,The latest concept evolving in pedagogy is flipped class room where class room is utilized for active learning by students with their peers and faculty. This necessitates development of new syllabus and pedagogy for each subject for class room activities. This paper attempt to propose spreadsheet based experiments in linear algebra that can be used to learn many abstract concepts that are very important for mastering many engineering disciplines. There is vast amount of evidence showing that the computational experiments support active learning and develop exploratory and inventive skill of students.,,978-1-4799-6818-3,10.1109/ICIIECS.2015.7193021,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7193021,Flipped class room computational thinking;Linear algebra;Spread sheet,Eigenvalues and eigenfunctions;Matrix decomposition;Conferences;Technological innovation;Communication systems;Singular value decomposition,,10.0,,8.0,IEEE,13 Aug 2015,,,IEEE,IEEE Conferences,6,7
An Educational Game to Promote the Development of Computational Thinking in Children Both Neurotypical and with Intellectual Disabilities,M. S. Geremias; T. C. Dutra; I. Gasparini; E. Maschio,"Universidade do Estado de Santa Catarina (UDESC), Joinville, Brazil; Instituto Federal do Paraná (IFPR), Paranaguá, Brazil; Universidade do Estado de Santa Catarina (UDESC), Joinville, Brazil; Universidade Tecnológica Federal do Paraná (UTFPR), Guarapuava, Brazil",2023 IEEE International Conference on Advanced Learning Technologies (ICALT),29 Sep 2023,2023,,,105,107,"Computational Thinking (CT) is a way to structure thinking to solve problems, which develops cognitive skills. Educational Digital Games (EDG) are a potential tool to work with CT, stimulating the student's interest and learning. Still, to make these games playable by children with Intellectual disabilities (ID), it is necessary to have adaptations suitable to their educational needs. Therefore, this paper presents the development and evaluation of the EDG “Pensar e Vestir” (PeV). This game addresses a daily life activity, the process of choosing clothes and the act of wearing them, and aims to promote the development of CT in children both neurotypical and with ID. The development process was supported by ID, Education, and Specialized Education Treatment specialists based on accessibility guidelines. In the end, there were two evaluations, firstly with the specialists and then with Computation students, to validate the functional and technical requirements. Currently, the game is in evaluation by its target audience.",2161-377X,979-8-3503-0054-3,10.1109/ICALT58122.2023.00036,Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior - Brasil (CAPES)(grant numbers:2021TR795); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260990,computational thinking;educational digital games;intellectual disability,Technical requirements;Computer science;Heat treatment;Design methodology;Education;Games;Pattern recognition,,,,16.0,IEEE,29 Sep 2023,,,IEEE,IEEE Conferences,5,7
An Ontology based approach to teach Computational Thinking,C. Araújo; L. V. O. Lima; P. R. Henriques,"Centro Algoritmi / Dep. de Informática, Universidade do Minho, Braga, Portugal; Centro Algoritmi / Dep. de Informática, Universidade do Minho, Braga, Portugal; Centro Algoritmi / Dep. de Informática, Universidade do Minho, Braga, Portugal",2019 International Symposium on Computers in Education (SIIE),28 Jan 2020,2019,,,1,6,"This paper is focused on the teaching/learning process of Computational Thinking at primary and secondary schools. It is generally accepted that Programming is a complex task that requires a long learning process. Theoretical knowledge about fundamentals on algorithms and data structures, as well as, on programming languages are required but are not enough; practicing a lot is also necessary. However, teaching Computer Programming is a hard job, most of the times unsuccessful. To overcome all the difficulties, felt by teachers and students, an increasingly bigger community of researchers in Computer Science is defending the importance of teaching Computational Thinking to young students to train them, since very earlier, in logic and abstract reasoning for problem solving. Our starting point to approach this topic relies on the use of an Ontology (OntoCnE) that describes in detail the concepts “Computational Thinking” and “Programming”, and maps those concepts to different education levels, starting with the first year. We believe that a person just acquires a new way of thinking, or a new way of behaving, if he is trained with the appropriate learning resources. So a main investment to educate people in Computational Thinking is on the choice/creation of those convenient resources. In particular we intended to investigate the impact of Augmented Reality in the usefulness of the referred resources. In that direction we will also discuss the development of a Web Platform to help on collecting and classifying (according to the referred ontology) learning resources to be used by teachers in computing classes. On the other hand, the platform will help on the retrieval, from that repository, of the most adequate resources to teach a specific subject to a specific level.",,978-1-7281-3182-5,10.1109/SIIE48397.2019.8970131,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8970131,computational thinking;programming;learning resource;teacher support tools;ontology,,,6.0,,15.0,IEEE,28 Jan 2020,,,IEEE,IEEE Conferences,10,7
COEDU-IN Project: an inclusive co-educational project for teaching computational thinking and digital skills at early ages,C. S. González-González; P. Caballero-Gil; A. García-Holgado; F. J. García-Peñalvo; J. Molina; J. M. del Castillo-Olivares; B. C. San Juan; S. G. Cuesta; I. Perdomo; C. Caballero-Gil; F. Gutíerrez-Vela; P. Paderewski; V. V. Holz; R. G. Iranzo; S. Ramos,"IUEM, University of La Laguna, La Laguna, Spain; IUEM, University of La Laguna, La Laguna, Spain; University of Salamanca, Salamanca, Spain; University of Salamanca, Salamanca, Spain; IUEM, University of La Laguna, La Laguna, Spain; University of La Laguna, La Laguna, Spain; University of La Laguna, La Laguna, Spain; IUEM, University of La Laguna, La Laguna, Spain; IUEM, University of La Laguna, La Laguna, Spain; University of La Laguna, La Laguna, Spain; Universidad de Granada, Granada, Spain; Universidad de Granada, Granada, Spain; University of Barcelona, Barcelona, Spain; University of Lleida, Lleida, Spain; University of Valencia, Valencia, Spain",2021 International Symposium on Computers in Education (SIIE),28 Oct 2021,2021,,,1,4,"Learning to program is the new literacy of the 21st century. Computational thinking, closely related to programming, requires thinking and solving problems with different levels of abstraction and is independent of hardware devices. The early childhood education stage provides teachers with the opportunity to lay the foundations for a comprehensive quality education using innovative tools and technologies. Educational robotics in early childhood education becomes a tool that facilitates the acquisition of knowledge to children, playfully, based on the principles of interactivity, social interrelationships, collaborative work, creativity, constructivist and constructionist learning, and a student-centered didactic approach, allowing in turn that student can acquire digital competencies and develop logical and computational thinking in an underlying way. This project explores the current state of teaching and learning computational thinking and programming in early childhood education in an inclusive manner. Moreover, the lack of diversity and inequality is particularly latent in science, Technology, Engineering, and Mathematics (STEM) fields. Therefore, this work considers this problem and presents an inclusive coeducation approach to this new literacy, eliminating gender stereotypes and extending them to people with Down syndrome and hospitalized minors.",,978-1-6654-4024-0,10.1109/SIIE53363.2021.9583648,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9583648,Computational thinking;programming;inclusion;digital literacy;STEM;childhood education,Computers;Education;Tools;Collaborative work;Hardware;Programming profession;Robots,,1.0,,24.0,IEEE,28 Oct 2021,,,IEEE,IEEE Conferences,10,7
Computational Thinking Education for Children: Algorithmic Thinking and Debugging,G. K. W. Wong; S. Jiang,"University of Hong Kong, Hong Kong, HK; University of Hong Kong, Hong Kong, HK","2018 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)",17 Jan 2019,2018,,,328,334,"The benefits of developing children's computational thinking have been widely discussed with various approaches and learning tools. This paper reports the piloting of second-year longitudinal study, aiming to examine the effect of computational thinking education on the 5th grade students (n = 85) as they develop their algorithmic thinking and debugging skills. The results show that students benefited from our designed curriculum with learning gains in algorithmic thinking, especially in analyzing and finding the essential instructions to solve computational problems. Students also achieved significant gains in debugging programs. The study demonstrated that with age-appropriate learning materials and learning approach, even young children can develop computational thinking skills important to thriving in 21st century. This pilot study sets the direction of analyzing the rest of the 5th grade students' performance as well as the next year study.",2470-6698,978-1-5386-6522-0,10.1109/TALE.2018.8615232,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8615232,computational thinking;algorithmic thinking;debug;primary school;coding education,Education;Games;Debugging;Programming profession;Problem-solving,,26.0,,24.0,IEEE,17 Jan 2019,,,IEEE,IEEE Conferences,10,7
Development of Computational Thinking Skills: An Experience With Undergraduate Students,L. Laura-Ochoa; N. Bedregal-Alpaca,"Universidad Nacional de San Agustin de Arequipa, Arequipa, Peru; Universidad Nacional de San Agustin de Arequipa, Arequipa, Peru",2021 XVI Latin American Conference on Learning Technologies (LACLO),8 Mar 2022,2021,,,112,117,"Computational thinking is a type of analytical thinking that is developed intentionally, that is, under a “learned” approach, and the best way to learn it is through computer programming. In this paper, the experience of using block-based programming environments such as Scratch, Lightbot and the PSelnt pseudo-code tool for the understanding of computational concepts and development of computational thinking skills is reported. A quasi-experimental methodological design was used, since it did not work with a control group. A mixed exploratory investigation was carried out. 85 first-year students from the Accounting Professional School of the National University of San Agustin de Arequipa participated in the experience. The results show that in introductory programming courses of short time period, teaching with block-based programming environments compared to the use of pseudocode with the PSelnt tool, facilitates the appropriation of computational concepts and the development of computational thinking skills; thus obtaining better learning results. It is concluded that block-based programming environments favor the construction of knowledge and foster the development of creativity and algorithmic thinking.",,978-1-6654-2358-8,10.1109/LACLO54177.2021.00070,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725213,algorithmic thinking;computational thinking;constructionism;digital literacy;problem solving,Design methodology;Education;Programming profession;Creativity;Programming environments,,1.0,,0.0,IEEE,8 Mar 2022,,,IEEE,IEEE Conferences,10,7
Design and Evaluation of a Deep Learning Recommendation Based Augmented Reality System for Teaching Programming and Computational Thinking,P. -H. Lin; S. -Y. Chen,"Department of Engineering Science, National Cheng Kung University, Tainan, Taiwan; Department of Computer Science and Information Engineering, National Taitung University, Taitung, Taiwan",IEEE Access,12 Mar 2020,2020,8.0,,45689,45699,"Programming is considered a skill to arouse and inspire learner's potential. Learning to program is a complex process that requires students to write grammar and instructions. The structure of a programming language does not cause impose problems to students, the real obstacle is how to apply these learned grammars and present them in a complete and correct program code for problem solving. In this study, a deep learning recommendation system was developed, which includes augmented reality (AR) technology, and learning theory, and is provided for study by students in non-major and also from different learning backgrounds. Those students divided into two groups, the students participating in the experimental group were using the AR system with deep learning recommendation and the students participating in the control group were using the AR system without deep learning recommendation. The results show that students in experimental group perform better than the control group with regards to learning achievement. On the other hand, in the part of computational thinking ability, students using a deep learning recommendation based AR system is significantly better than those using non-deep learning recommendation based AR system. Among the various dimensions of computational thinking, creativity, logical computing, critical thinking, and problem-solving skills are significantly different among the two groups of students. The students in experimental group perform better than the control group with regards to the dimensions of computational thinking, creativity, logical computing, critical thinking, and problem-solving skills.",2169-3536,,10.1109/ACCESS.2020.2977679,"Ministry of Science and Technology, Taiwan(grant numbers:MOST 108-2511-H-143-002); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9020189,Deep learning recommendation;computational thinking;AR technology,Machine learning;Education;Programming profession;Problem-solving;Grammar;Augmented reality,,77.0,,59.0,CCBY,2 Mar 2020,,,IEEE,IEEE Journals,5,7
A strategy to assess computational thinking,A. Gonzalez-Torres; L. Sancho-Chavarria; M. Zuniga-Cespedes; J. Monge-Fallas; J. Navas-Su,"Computer Engineering Department, Costa Rica Institute of Technology, Cartago, Costa Rica; School of Computing, Costa Rica Institute of Technology, Cartago, Costa Rica; Omar Dengo Foundation, San Jose, Costa Rica; School of Mathematics, Costa Rica Institute of Technology, Cartago, Costa Rica; School of Computing, Costa Rica Institute of Technology, Cartago, Costa Rica",2021 International Conference on Computational Science and Computational Intelligence (CSCI),22 Jun 2022,2021,,,1037,1042,"Computational Thinking (CT) is a method of analysis and problem solving that enables the development of life skills and positively influences the social and competitive conditions of people. This type of thinking promotes learning through the application of planning, analysis, abstraction and decomposition of problems into their constituent parts. In addition, PC contributes to the formation of critical thinking, creativity and cooperation between people. In education, the mechanisms used to foster CP are diverse; among them, learning through programming. Databases of source code generated in learning exercises using the CP method are a valuable tool for discovering learning patterns. However, there are no robust and scalable methods for studying the huge source code bases of learning products to recognize the predominant patterns and determine the effectiveness of the method. Consequently, a comprehensive analysis of learners’ skills, knowledge, outcomes and performance levels is necessary to identify points of improvement to meet learning objectives and modify curricula and exercises. This paper presents the joint research between the Costa Rica Institute of Technology (TEC) and the PRONIE MEP-FOD program of the Omar Dengo Foundation. Its objective is to automatically analyze the source code created by the students, evaluate the Computational Thinking skills they developed and compare the results with the learning objectives established in the study plans.",,978-1-6654-5841-2,10.1109/CSCI54926.2021.00222,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9799068,Computation thinking;program analysis;automatic grading,Measurement;Codes;Scientific computing;Education;Software;Planning;Pattern recognition,,2.0,,31.0,IEEE,22 Jun 2022,,,IEEE,IEEE Conferences,10,7
