document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
A Topic Modeling Approach to Characterizing Colombian Teachers' Conceptions of Computational Thinking,H. Castellanos; C. Vieira; A. Magana,"Computer and Information Technology, Purdue university, West Lafayette, IN, USA; Education Studies Institute, Universidad del Norte, Barranquilla, Colombia; Computer and Information Technology and Engineering Education, Purdue university, West Lafayette, IN, USA",2023 IEEE Frontiers in Education Conference (FIE),5 Jan 2024,2023,,,1,5,"This work-in-progress paper will explore the effectiveness of topic modeling to support the analysis of Colombian teachers' conceptions of computational thinking (in Spanish) in an online professional development program. Computational thinking has become a form of literacy as it can help individuals to solve problems. Consequently, governments and bodies of accreditation worldwide have supported educational initiatives, primarily at the K-12 level. However, curricular changes are not enough. Teachers need to be prepared, so they develop the content knowledge associated with computational thinking concepts, practices, and applications in the classroom. To contribute to professional development opportunities geared toward the development of computational thinking pedagogical content knowledge, the Colombian National Academy of Exact, Physics, and Natural Sciences and the Global Center for Equitable Computer Science Education implemented an open online professional development program for Latin American early childhood and elementary educators. More than 100 teachers enrolled in a six-week online professional development program to integrate computational thinking activities from early childhood education. The program included two modules focused on conceptual understanding of computational thinking in early childhood and four more modules where the participants adapted, designed, implemented learning activities, and reflected on what happened during the implementation. As part of the participants' weekly interactions, the program included a Jamboard space, where the teachers answered a set of guiding questions, just like a discussion forum, but as a post-it wall, where they could access all their peers' contributions and questions in a single space.",2377-634X,979-8-3503-3642-9,10.1109/FIE58773.2023.10343475,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343475,Computational thinking;conception;topic modeling,Analytical models;Discussion forums;Computational modeling;Government;Education;Accreditation;Computer science education,,,,13.0,IEEE,5 Jan 2024,,,IEEE,IEEE Conferences,9,10
Developing Software Using Agile and Design Thinking Framework,M. S. Mirza; S. Datta,"Software Engineering, University of Houston-Clear Lake, Houston, USA; Software Engineering, University of Houston-Clear Lake, Houston, USA",2020 International Conference on Computational Science and Computational Intelligence (CSCI),23 Jun 2021,2020,,,1819,1823,"There are several software companies that develop several products. Are all of them used? Even after software companies following Agile framework methodology to develop their software's, many software's still fail to meet the requirements and eventually customers end up not using them. This is usually because the software teams fail to completely understand the user requirements. Agile framework and Design Thinking framework can be used together to gain customer empathy and to overcome this problem. This study discusses how Agile framework and Design Thinking supports the same principles and can be used to reduce software development failures. A Flashcard application was developed to validate Agile framework Design Thinking framework. The results are discussed in the validation and result section.",,978-1-7281-7624-6,10.1109/CSCI51800.2020.00335,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458007,Agile framework;Design thinking;software development;communication;prototype,Scientific computing;Customer satisfaction;XML;Companies;Production;Software;C# languages,,,,12.0,IEEE,23 Jun 2021,,,IEEE,IEEE Conferences,4,10
Computational Thinking: Possibilities and Challenges,L. Ribeiro; D. J. Nunes; M. K. d. Cruz; E. d. S. Matos,"Institute of Informatics, Federal University of Rio Grande do Sul (UFRGS), Porto Alegre, Brazil; Institute of Informatics, Federal University of Rio Grande do Sul (UFRGS), Porto Alegre, Brazil; NA; NA",2013 2nd Workshop-School on Theoretical Computer Science,27 Mar 2014,2013,,,22,25,"The aim of this paper is to discuss the importance of computational thinking and how to include techniques to teach this kind of ability in schools in Brazil. First, we discuss what Computational Thinking is and the importance of teaching such skill in school. Then, we list some of the challenges that are involved in introducing this discipline in school curricula.",,978-1-4799-3057-9,10.1109/WEIT.2013.32,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6778560,computational thinking;elementary and middle school;high school;education in Brazil,Educational institutions;Computer science;Computers;Algorithm design and analysis;Complexity theory,,14.0,,9.0,IEEE,27 Mar 2014,,,IEEE,IEEE Conferences,6,10
Towards the Automatic Recognition of Computational Thinking for Adaptive Visual Language Learning,K. H. Koh; A. Basawapatna; V. Bennett; A. Repenning,"University of Colorado, Boulder, USA; University of Colorado, Boulder, USA; University of Colorado, Boulder, USA; University of Colorado, Boulder, USA",2010 IEEE Symposium on Visual Languages and Human-Centric Computing,11 Nov 2010,2010,,,59,66,"Visual programming languages can be used to make computer science more accessible to a broad range of students. The evaluative focus of current research in the area of visual languages for educational purposes primarily aims to better understand motivational benefits as compared to traditional programming languages. Often these visual languages claim to teach students computational thinking concepts; however, although the evaluations show that students may exhibit more enthusiasm, it is not always clear what computational thinking concepts students have actually learned. In this paper we attempt to develop a visual semantic evaluation tool for student-created games and simulations that goes towards depicting the computational thinking concepts implemented by the students. Through semantically analyzing a given student's created projects over time, this visual evaluation tool, called the Computational Thinking Pattern (CTP) graph, can possibly indicate the existence of computational thinking transfer from games to science simulations.",1943-6106,978-1-4244-8485-0,10.1109/VLHCC.2010.17,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5635189,Computational Thinking;Visual Language Programming;Knowledge Transfer,Games;Visualization;Semantics;Programming;Syntactics;Computer languages;Computational modeling,,52.0,,19.0,IEEE,11 Nov 2010,,,IEEE,IEEE Conferences,10,10
Introducing Computational Thinking into Archival Science Education,W. Underwood; D. Weintrop; M. Kurtz; R. Marciano,"College of Information Studies, University of Maryland, College Park, USA; College of Information Studies, University of Maryland, College Park, USA; College of Education, University of Maryland, College Park, USA; DCIC Center, University of Maryland, College Park, USA",2018 IEEE International Conference on Big Data (Big Data),24 Jan 2019,2018,,,2761,2765,"The discipline of professional archivists is rapidly changing. Most contemporary records are created, stored, maintained, used and preserved in digital form. Most graduate programs and continuing education programs in Archival Studies address this challenge by introducing students to information technology as it relates to digital records. We propose an approach to addressing this challenge based on introducing computational thinking into the graduate archival studies curriculum.",,978-1-5386-5035-6,10.1109/BigData.2018.8622511,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622511,computational thinking;archival science;MLIS curriculum,Computational modeling;Libraries;Appraisal;Cultural differences;Metadata;Education;Mathematics,,10.0,,18.0,IEEE,24 Jan 2019,,,IEEE,IEEE Conferences,4,10
Computational Thinking for STEM Teacher Leadership Training at Louisiana State University,F. Alegre; J. Moreno; T. Dawson; E. E. Tanjong; D. H. Kirshner,"Gordon A. Cain Center for STEM Literacy, Louisiana State University, Baton Rouge, LA, U.S.A.; Physics & Astronomy and Center for Computation & Technology, Louisiana State University, Baton Rouge, LA, U.S.A.; School of Education, Louisiana State University, Baton Rouge, LA, U.S.A.; Computer Science & Engineering, Louisiana State University, Baton Rouge, LA, U.S.A.; School of Education, Louisiana State University, Baton Rouge, LA, U.S.A.","2020 Research on Equity and Sustained Participation in Engineering, Computing, and Technology (RESPECT)",4 Dec 2020,2020,1.0,,1,2,"We developed and piloted a new course titled Computer Science Teaching Methods (CSM) in the fall semester of 2019. This course was based on materials developed from a previous program that trained high school teachers in computational thinking and programming through LSU's Cain Center. Pedagogical content knowledge informed the design of this course. Also, data gathered from teacher and instructor interaction at multiple sites during the summer STEM professional development program contributed to the courses' design. The CS Methods course targeted undergraduate computer science majors who were considering a career in teaching or who were interested in CS pedagogy. We encountered several challenges recruiting and retaining students and found that computer science students attracted to teaching careers do not fall into the stereotype of most computer science majors. Participation of women was higher than the average undergraduate CS courses. A disconnect appeared between the pedagogical practices promoted for teaching computing at the high school level and those being practiced at the college level. After learning about the 5E pedagogical model for teaching computing, students expressed interest in the potential of using more student-centered instruction, not only for high school instruction, but also for their own college courses. An area of disconnect also emerged in the programming formats, as all the students were comfortable with Java but all were unfamiliar with popular block-based programming platforms, such as Scratch. The transition from the CS curriculum taught in high schools to what follows in college needs to be smoother.",,978-1-7281-7172-2,10.1109/RESPECT49803.2020.9272455,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272455,computational thinking;computer science teachers;Research Practitioner Partnership,Programming profession;Computational modeling;Training;STEM;Encoding;Planning;Interviews,,1.0,,3.0,IEEE,4 Dec 2020,,,IEEE,IEEE Conferences,7,10
Creating an Appropriate Computer Science and Computational Thinking Graduate Curriculum for K–12 Teachers: Context and Initial Results,K. G. Herbert-Berger; S. Hagiwara; E. M. Rogacki; T. J. Marlowe,"Montclair State University, herbertk; Montclair State University, herbertk; Mount St Dominic Academy, Caldwell, NJ; Seton Hall University",2022 IEEE Integrated STEM Education Conference (ISEC),31 Jan 2023,2022,,,361,363,"K-12 computer science education has challenges related to content and to teacher expertise and comfort. This is further made difficult with inconsistent standards and teacher preparation from state-to-state. We describe a K-12 Computer Science Teaching certificate program, located at Montclair State University, aimed at providing current teachers in northern New Jersey with enhanced understanding of computer science concepts, capabilities, and skills, plus scaffolding of equitable and inclusive teacher practices for applied CS pedagogy. We discuss a brief history of the field, our curriculum and approach and then our first graduating cohort’s experiences and challenges. Finally, we discuss our future work.",2330-331X,978-1-6654-8429-9,10.1109/ISEC54952.2022.10025068,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025068,computational thinking;computer science education;computer science K-12 pedagogy;computer science K-12 teacher preparation;computer science education graduate curriculum development,Computer science;Education;Curriculum development;Computer science education;History;Standards;STEM,,3.0,,9.0,IEEE,31 Jan 2023,,,IEEE,IEEE Conferences,6,10
Modeling of personal thinking and its application to studies of group thinking over the Internet,S. Ozawa; A. Minato; M. Itaba; S. Murayama; S. B. Quarmal,"Graduate School of Science and Engineering, Ibaraki University, Hitachi, Japan; Graduate School of Science and Engineering, Ibaraki University, Hitachi, Japan; Graduate School of Science and Engineering, Ibaraki University, Hitachi, Japan; Department of Applied Sciences, Muroran Institute of Technology, Muroran, Japan; Media Studies and Journalism, University of Liberal Arts Bangladesh, Dhaka, Bangladesh",2014 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),15 Jan 2015,2014,,,15,17,"Author's mathematical model of thinking is modified so that the model covers the non-logical thinking as well as the logical thinking. A computer network system works as a secondary brain in the case of group thinking. It has been shown that the refined model has opened the way to studying group thinking over the Internet, where the non-logical factors sometimes play an important role in obtaining conclusion.",,978-1-4799-5669-2,10.1109/BIBM.2014.6999393,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6999393,thinking process;human brain;artificial brain;linkage of knowledge;networking;the Internet,Computational modeling;Psychology;Brain modeling;Decision making;Mathematical model;Servers;Internet,,,,13.0,IEEE,15 Jan 2015,,,IEEE,IEEE Conferences,6,10
AlgoThink: An Algorithmic Computational Thinking Approach,M. Altaher; A. Ferchichi,"BestMod Laboratory, University of Tunis, Tunis, Tunisia; BestMod Laboratory, University of Jendouba, Tunis, Tunisia","2018 JCCO Joint International Conference on ICT in Education and Training, International Conference on Computing in Arabic, and International Conference on Geocomputing (JCCO: TICET-ICCA-GECO)",30 May 2019,2018,,,1,7,"In the light of the involvement of information and communication technologies, Teaching the concepts of computer science, programming and algorithms has become necessary.We study in this article the approach of computational thinking and then we develop this approach through a descriptive methodology based mainly on the specification and algorithms and achieve the concepts of computational thinking called Relational Algorithmic thinking Approach and highlight the effectiveness of this methodology in education.",,978-1-5386-6880-1,10.1109/ICCA-TICET.2018.8726205,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8726205,Computational thinking;Relational Algorithmic thinking approach;Learning;Teaching;Algorithmic package,Education;Problem-solving;Task analysis;Information and communication technology;Programming profession,,1.0,,17.0,IEEE,30 May 2019,,,IEEE,IEEE Conferences,10,10
"Preservice teachers' thinking styles, dispositions, and changes in their teacher behaviors",Yu-chu Yeh,"National Sun Yat-Sen University, Taiwan","International Conference on Computers in Education, 2002. Proceedings.",20 Mar 2003,2002,,,610,611 vol.1,"Understanding preservice teachers' thinking styles and dispositions and how these are related to positive changes in their teacher behaviors provide valuable information for teacher preparation. This study aimed to investigate the relationship between preservice teachers' critical-thinking dispositions and three thinking styles (judicial, legislative, and executive) and their behavior change in a computer simulation. 178 preservice teachers participated in this study. Their interactive teaching experiences were measured via the CS-TGCTS simulation. The findings in this study suggest that preservice teachers with a high level of critical-thinking dispositions and those with judicial or legislative thinking styles are analytical and reflective vis A-vis their teaching practice and, as a consequence, they experienced great behavior change, whereas those with executive styles did not exhibit significant behavior change at the end of the simulated teaching.",,0-7695-1509-6,10.1109/CIE.2002.1186019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1186019,,Computer simulation;Computational modeling;Computer science education;Analysis of variance;Testing;Analytical models;Large-scale systems;Problem-solving;Educational programs,,,,4.0,IEEE,20 Mar 2003,,,IEEE,IEEE Conferences,6,10
Promoting K-12 Computer Science Education : A Computational Thinking Partnership Project,J. Li; J. Cuddapah; M. Torres-Crespo; A. Stewart; A. Williams,"Department of Computer Science and Information Technology, Hood College, Fredrick, MD; Department of Education, Hood College, Fredrick, MD; Department of Education, Hood College, Fredrick, MD; Department of Mathematics, Hood College, Fredrick, MD; The Beacon House, Hagerstown, MD","2023 Congress in Computer Science, Computer Engineering, & Applied Computing (CSCE)",9 Apr 2024,2023,,,1054,1058,"This paper describes a collaborative project that was conducted to promote Computer Science (CS) and Computational Thinking (CT) Education among pre-service and in-service teachers as well as Teacher Preparation Faculty. More than 40 pre-service and in-service teachers and 9 Education faculty members from three schools participated in a learning experience designed to address the K-12 Computer Science Framework [1] and Maryland's K-12 Computer Science Standards. The collaboration was designed to develop CS/CT knowledge, understanding, skills and application among participants. In phase one of the project, pre-service and in-service teachers explored CS educational hard/software platforms and used open-source sites such as Sphero Edu, Wonder Workshop, Scratch and Code.org. They envisioned how activities apply to K-8 classrooms, and they worked collaboratively to design a problem-based project for their own students. In phase two of the project, teacher preparation faculty were trained to integrate CS and CT into several preservice courses as well as build into the coursework sequence meaningful experiences that would expose future teachers to CS and CT knowledge and skills so that they could then incorporate these into their own K-8 lesson plans. Project evaluation included formative and summative assessments to examine changes in content and pedagogical knowledge. The feedback from the participants shows positive results.",,979-8-3503-2759-5,10.1109/CSCE60160.2023.00175,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10487240,computer science education;computer science teaching standard;computation thinking;professional development,Computer science;Conferences;Education;Collaboration;Computer science education;Standards,,1.0,,11.0,IEEE,9 Apr 2024,,,IEEE,IEEE Conferences,9,10
